turns,max_tiles,min_tiles,piece_distributions
95,6,2,"{0: 260, 4: 111, 2: 150, -2: 41, 8: 96, 16: 59, 32: 93, -4: 8, 64: 37}"
66,6,2,"{0: 219, 2: 121, -2: 36, 4: 81, 8: 56, 16: 36, -4: 12, 32: 15, 64: 18}"
69,5,2,"{2: 113, 0: 218, -2: 39, 4: 97, 8: 74, -4: 12, 16: 34, 32: 34}"
120,6,-4,"{0: 409, 2: 153, -2: 85, 4: 133, 8: 79, -4: 11, 16: 98, 32: 59, 64: 53}"
154,6,-2,"{0: 504, 2: 239, 4: 153, -2: 118, 8: 76, 16: 108, 32: 108, -4: 28, 64: 52}"
135,6,-4,"{0: 460, 2: 191, -2: 97, -4: 17, 4: 144, 8: 111, 16: 81, 32: 60, 64: 54}"
234,7,-2,"{0: 588, 2: 372, -2: 132, 4: 301, 8: 209, 16: 151, 32: 89, 64: 118, -4: 30, 128: 116}"
148,6,-2,"{0: 439, -2: 118, 2: 209, 4: 135, 8: 139, 16: 108, -4: 31, 32: 81, 64: 72}"
231,7,2,"{0: 625, 4: 251, 2: 377, -2: 168, 8: 209, 16: 175, 32: 92, -4: 28, 64: 85, 128: 69}"
126,6,-4,"{0: 416, 2: 156, -2: 100, 4: 147, -4: 28, 8: 88, 16: 75, 32: 68, 64: 56}"
95,6,-2,"{0: 270, 2: 145, 4: 97, 8: 128, -2: 50, 16: 75, -4: 5, 32: 36, 64: 49}"
161,7,-2,"{2: 243, 0: 385, 4: 210, 8: 166, -2: 87, 16: 143, -4: 21, 32: 92, 64: 58, 128: 42, -8: 2}"
126,6,2,"{0: 335, 4: 166, 2: 207, 8: 106, -2: 68, 16: 132, 32: 56, 64: 64}"
105,6,2,"{0: 340, 2: 167, 4: 104, -2: 66, 8: 101, 16: 72, 32: 46, -4: 4, 64: 45}"
183,7,2,"{0: 579, 4: 185, -2: 111, 8: 170, 2: 266, 16: 132, -4: 25, -8: 1, 32: 76, 64: 64, 128: 38}"
179,7,-2,"{2: 257, 0: 592, 4: 177, -2: 114, 8: 160, -4: 18, 16: 118, 32: 79, 64: 60, 128: 36}"
147,6,-2,"{0: 458, -2: 127, 2: 234, 4: 132, 8: 145, 16: 69, 32: 65, 64: 91, -4: 2}"
145,6,2,"{0: 543, -2: 98, 2: 203, 4: 154, -4: 6, 8: 104, 16: 64, 32: 74, 64: 59}"
113,6,-4,"{0: 368, -2: 52, 2: 172, -4: 12, 4: 138, 8: 110, 16: 69, 32: 63, 64: 33}"
100,6,-8,"{0: 327, 2: 133, 4: 99, 8: 81, -2: 73, 16: 49, 32: 67, -4: 12, 64: 42, -8: 17}"
148,6,-2,"{0: 433, -2: 120, 2: 205, 4: 164, 8: 129, 16: 100, 32: 87, 64: 77, -4: 17}"
75,5,2,"{2: 119, 0: 260, -2: 48, 4: 103, 8: 55, 16: 48, -4: 2, 32: 40}"
154,7,2,"{0: 469, -2: 88, 2: 220, 4: 211, -4: 13, 8: 131, 16: 100, 32: 77, 64: 61, 128: 16}"
61,5,-2,"{0: 205, 2: 98, 4: 80, 8: 44, -2: 25, -4: 4, 16: 73, 32: 20}"
117,6,2,"{0: 378, 2: 179, 4: 140, -2: 68, 8: 95, 16: 66, -4: 8, 32: 81, 64: 38}"
172,6,2,"{0: 550, -2: 115, 2: 277, 4: 156, 8: 137, -4: 14, 16: 126, 32: 77, 64: 96}"
177,6,2,"{0: 547, 2: 285, 4: 159, -2: 129, 8: 141, -4: 28, 16: 127, 32: 112, 64: 65}"
162,6,-2,"{0: 602, -2: 136, 2: 219, 4: 160, 8: 108, 16: 60, -4: 15, 32: 96, 64: 62}"
131,6,2,"{0: 458, -2: 102, 2: 205, 4: 133, 8: 125, 16: 52, -4: 11, 32: 71, 64: 22}"
73,5,-4,"{0: 302, -2: 58, 2: 89, 4: 54, 8: 67, 16: 39, -4: 14, -8: 1, 32: 33}"
77,6,2,"{0: 294, 2: 116, 4: 92, 8: 72, -2: 25, 16: 38, 32: 36, -4: 1, 64: 19}"
105,6,2,"{0: 336, 2: 160, -2: 67, 4: 119, -4: 1, 8: 95, 16: 93, 32: 44, 64: 30}"
113,6,-4,"{0: 338, 2: 174, 4: 136, 8: 124, 16: 62, -2: 77, -4: 1, 32: 48, 64: 57}"
144,6,2,"{0: 347, -2: 98, 2: 208, -4: 27, 4: 204, 8: 128, 16: 95, 32: 106, -8: 8, 64: 75}"
131,6,-2,"{2: 222, 0: 353, 4: 172, -2: 83, 8: 120, 16: 98, -4: 7, 32: 74, 64: 50}"
156,6,-2,"{0: 484, 2: 234, -2: 87, 4: 177, 8: 140, -4: 13, 16: 101, 32: 81, 64: 87}"
57,5,-4,"{0: 249, 2: 87, 4: 49, 8: 29, -2: 31, 16: 23, 32: 41, -4: 4}"
216,7,2,"{0: 574, -2: 149, 4: 281, 2: 292, -4: 18, 8: 164, 16: 167, 32: 98, 64: 84, 128: 117}"
41,5,-4,"{-2: 11, 0: 156, 2: 64, 4: 52, 8: 30, 16: 28, 32: 16, -4: 12}"
186,7,-2,"{0: 540, 2: 297, 4: 213, -2: 105, 8: 162, 16: 130, -4: 20, 32: 79, 64: 59, 128: 67, -8: 2}"
137,6,-4,"{0: 397, 2: 233, -2: 92, 4: 178, -4: 9, 8: 151, 16: 69, 32: 68, 64: 36}"
116,6,2,"{0: 342, 2: 172, 4: 156, 8: 85, 16: 76, -2: 76, 32: 69, -4: 2, 64: 66}"
106,6,-2,"{2: 177, 0: 343, 4: 149, -2: 59, 8: 94, -4: 6, 16: 46, 32: 42, 64: 38}"
110,6,-2,"{0: 375, 2: 167, -2: 73, -4: 7, 4: 136, 8: 83, 16: 73, 32: 38, 64: 38}"
132,6,-2,"{-2: 90, 0: 436, 2: 207, 4: 156, 8: 110, 16: 66, -4: 4, 32: 56, 64: 63}"
83,6,-2,"{0: 248, 2: 137, 4: 121, -2: 49, 8: 68, 16: 58, 32: 38, -4: 1, 64: 27}"
172,6,-2,"{0: 627, 2: 246, 4: 167, -2: 133, 8: 102, 16: 80, 32: 73, -4: 25, 64: 85, -8: 10}"
191,7,-4,"{0: 616, 2: 278, -2: 142, 4: 225, 8: 153, -4: 23, 16: 85, 32: 83, 64: 65, 128: 49}"
67,5,-4,"{0: 277, 4: 67, 8: 59, -2: 52, 2: 99, 16: 29, -4: 4, 32: 16}"
132,6,2,"{0: 379, 2: 205, -2: 98, 4: 152, 8: 94, 16: 100, 32: 67, -4: 13, 64: 64, -8: 16}"
316,7,2,"{2: 481, 0: 919, -2: 227, 4: 286, 8: 190, 16: 203, -4: 46, 32: 191, 64: 171, 128: 130}"
176,6,2,"{0: 584, 2: 263, 4: 161, -2: 144, 8: 122, 16: 111, -4: 12, 32: 95, 64: 92}"
175,6,-4,"{0: 549, 2: 211, 4: 170, -2: 142, 8: 151, 16: 109, -4: 52, 32: 87, -8: 9, 64: 95}"
198,7,-4,"{0: 558, -2: 127, 2: 310, -4: 35, 4: 211, 8: 195, 16: 133, 32: 86, 64: 77, -8: 7, 128: 43}"
125,6,-2,"{0: 432, 2: 169, -2: 72, 4: 156, 8: 116, -4: 3, 16: 75, 32: 55, 64: 47}"
162,6,-2,"{-2: 115, 0: 539, 2: 228, 4: 128, 8: 123, -4: 36, 16: 142, 32: 94, 64: 53}"
143,6,-4,"{0: 494, 2: 220, -2: 86, 4: 180, 8: 104, 16: 88, 32: 44, 64: 64, -4: 7}"
75,5,-4,"{0: 255, -2: 44, 2: 118, -4: 9, 4: 84, 8: 62, 16: 59, 32: 44}"
136,6,-2,"{-2: 114, 2: 176, 0: 454, 4: 131, 8: 120, 16: 77, -4: 17, -8: 1, 32: 63, 64: 71}"
109,6,2,"{0: 343, 4: 154, 2: 131, 8: 75, -2: 72, 16: 81, -4: 40, 32: 54, 64: 31}"
105,6,-2,"{0: 388, -2: 81, 2: 164, 4: 98, 8: 88, 16: 61, 32: 33, 64: 32}"
170,7,-2,"{0: 568, 2: 278, -2: 113, 4: 152, 8: 140, 16: 88, 32: 54, -4: 33, 64: 51, 128: 52, -8: 1}"
180,7,-2,"{0: 474, -2: 101, 2: 250, 4: 223, 8: 213, 16: 141, -4: 27, -8: 6, 32: 57, 64: 117, 128: 11}"
142,6,-4,"{0: 376, 2: 203, 4: 184, 8: 171, -2: 96, -4: 13, 16: 66, 32: 90, 64: 78, -8: 1}"
238,7,-2,"{0: 665, 2: 348, 4: 282, -2: 161, 8: 179, 16: 197, -4: 21, 32: 83, 64: 94, 128: 112}"
230,7,-2,"{0: 755, 2: 345, -2: 155, 4: 219, 8: 161, 16: 130, 32: 75, 64: 100, -4: 20, 128: 110}"
208,7,2,"{2: 328, 0: 638, 4: 211, -2: 155, 8: 158, -4: 23, 16: 113, 32: 118, 64: 62, 128: 66}"
162,6,-2,"{0: 498, 2: 229, 4: 137, -2: 133, 8: 151, 16: 76, 32: 103, -4: 41, 64: 90}"
213,7,2,"{0: 600, -2: 121, 2: 313, -4: 25, 4: 231, 8: 170, 16: 142, 32: 142, 64: 106, 128: 67}"
174,6,2,"{0: 593, 2: 212, -2: 137, 4: 194, 8: 130, -4: 23, 16: 127, 32: 72, 64: 78}"
220,7,-2,"{0: 671, 2: 351, -2: 140, 4: 202, -4: 47, 8: 153, 16: 156, -8: 28, 32: 101, 64: 74, 128: 57}"
122,6,-2,"{0: 328, 2: 198, 4: 190, -2: 70, 8: 100, 16: 96, -4: 10, 32: 60, 64: 46}"
159,6,-2,"{-2: 105, 4: 199, 0: 533, 2: 220, 8: 111, -4: 28, 16: 95, 32: 60, 64: 80}"
108,6,-4,"{0: 359, 2: 151, 4: 108, 8: 98, -2: 93, 16: 73, -4: 12, 32: 31, 64: 47}"
169,7,-4,"{0: 470, 4: 191, 2: 270, 8: 121, -2: 111, 16: 134, 32: 105, 64: 61, 128: 48, -4: 10}"
133,6,-4,"{0: 449, 2: 161, 4: 143, 8: 102, -2: 100, -4: 13, 16: 83, 32: 74, 64: 72}"
125,6,-2,"{0: 452, -2: 57, 2: 188, 4: 140, 8: 90, 16: 84, -4: 5, 32: 50, 64: 59}"
90,5,-4,"{0: 325, 2: 133, -2: 70, 4: 95, 8: 57, 16: 44, -4: 34, 32: 52}"
117,6,2,"{0: 329, 2: 176, 4: 159, -2: 71, 8: 121, 16: 54, 32: 66, 64: 66, -4: 11}"
127,6,2,"{0: 401, -2: 89, -4: 23, 2: 187, 4: 146, 8: 103, 16: 102, 32: 22, 64: 70}"
106,6,-4,"{0: 342, 2: 167, 4: 141, 8: 95, 16: 34, -2: 58, 32: 56, -4: 8, 64: 53}"
82,6,-4,"{0: 284, 2: 115, -2: 52, 4: 112, -4: 13, 8: 48, 16: 61, 32: 48, 64: 5}"
128,6,2,"{0: 348, 4: 156, 2: 218, -2: 67, 8: 119, 16: 103, 32: 81, 64: 58, -4: 2}"
226,7,2,"{0: 621, 2: 361, 4: 203, 8: 195, -2: 144, 16: 150, -4: 18, 32: 140, 64: 101, -8: 18, 128: 83}"
108,5,-4,"{0: 355, -2: 88, 2: 160, -4: 10, 4: 127, 8: 118, 16: 72, 32: 42}"
231,7,2,"{0: 604, 2: 335, -2: 168, 4: 274, 8: 214, -4: 34, 16: 117, 32: 136, 64: 91, 128: 106}"
115,6,2,"{0: 333, -2: 83, 2: 179, 4: 142, 8: 122, 16: 64, -4: 7, 32: 46, 64: 59}"
233,7,2,"{0: 689, 2: 327, 4: 250, 8: 181, -2: 180, -4: 38, 16: 146, 32: 141, 64: 66, 128: 79}"
56,5,2,"{0: 183, 2: 110, 4: 80, 8: 33, 16: 37, 32: 42, -2: 19}"
126,6,-2,"{0: 383, 2: 205, 4: 132, -2: 75, 8: 78, 16: 110, 32: 75, 64: 65, -4: 11}"
126,6,-4,"{0: 391, 2: 189, -2: 93, 4: 120, 8: 128, 16: 101, -4: 13, 32: 69, 64: 30}"
109,6,-4,"{2: 161, 0: 340, -2: 73, 4: 129, 8: 83, 16: 63, 32: 51, 64: 61, -4: 20}"
116,6,2,"{0: 310, 2: 183, -2: 70, 4: 112, 8: 140, 16: 97, 32: 93, -4: 1, 64: 38}"
191,7,2,"{2: 288, 0: 590, -2: 107, 4: 216, -4: 12, 8: 196, 16: 78, 32: 97, 64: 62, 128: 73}"
180,7,2,"{-2: 102, 0: 596, 2: 288, 4: 179, -4: 23, 8: 137, 16: 110, -8: 8, 32: 80, 64: 60, 128: 37}"
163,7,2,"{0: 378, 2: 290, 4: 208, 8: 180, 16: 123, -2: 83, -4: 22, 32: 71, 64: 61, 128: 51}"
140,6,-2,"{0: 431, -2: 96, 4: 214, -4: 4, 2: 189, 8: 81, 16: 138, 32: 70, 64: 37}"
129,6,-4,"{0: 379, 4: 133, 2: 206, 8: 120, -2: 99, 16: 87, -4: 15, 32: 63, 64: 59}"
113,6,-2,"{2: 179, 0: 332, -2: 67, 4: 122, 8: 139, 16: 86, -4: 5, 32: 48, 64: 39}"
137,6,-4,"{0: 413, 2: 196, -2: 77, 4: 144, 8: 109, -4: 3, 16: 109, 32: 97, 64: 85}"
195,7,2,"{0: 623, 2: 273, -2: 129, 4: 200, 8: 158, 16: 132, -4: 20, 32: 116, 64: 34, 128: 70}"
101,5,-4,"{0: 384, 2: 127, -2: 79, 4: 104, 8: 79, -4: 13, 16: 54, -8: 13, 32: 56}"
62,5,2,"{0: 238, 2: 94, 4: 69, -2: 32, 8: 38, 16: 53, 32: 34}"
125,6,-2,"{0: 387, 2: 221, 4: 166, -2: 82, -4: 15, 8: 89, 16: 87, 32: 31, 64: 47}"
173,7,-2,"{0: 467, 2: 288, -2: 104, 4: 224, -4: 18, 8: 167, 16: 92, 32: 95, 64: 42, 128: 60}"
147,6,-2,"{0: 456, 2: 200, 4: 146, -2: 124, 8: 101, -4: 34, 16: 142, 32: 51, 64: 67, -8: 2}"
109,6,-2,"{0: 283, 2: 184, 4: 166, 8: 106, 16: 57, -2: 38, 32: 78, 64: 69}"
209,7,-4,"{-2: 159, 0: 761, -4: 22, 2: 296, 4: 192, 8: 168, 16: 90, 32: 59, 64: 60, 128: 73, -8: 1}"
97,6,-2,"{0: 296, 2: 149, -2: 53, 4: 119, 8: 106, 16: 62, 32: 31, 64: 55, -4: 2}"
200,7,2,"{0: 659, 2: 301, 4: 188, -2: 148, 8: 105, -4: 57, 16: 125, 32: 88, 64: 88, -8: 11, 128: 30}"
221,7,-4,"{2: 304, 0: 577, 4: 291, -2: 138, 8: 226, 16: 92, 32: 105, -4: 36, 64: 106, 128: 114}"
181,7,-4,"{-2: 107, 0: 580, 2: 262, 4: 213, 8: 131, 16: 102, 32: 76, 64: 70, 128: 74, -4: 14}"
272,7,2,"{2: 367, 0: 858, 4: 251, -2: 269, -4: 52, 8: 210, 16: 109, 32: 147, 64: 83, -8: 11, 128: 91}"
161,6,-2,"{0: 447, 4: 152, 2: 249, -2: 117, 8: 144, 16: 104, -4: 9, 32: 139, 64: 88}"
347,8,2,"{0: 1038, 2: 546, 4: 345, -2: 196, -4: 40, 8: 285, 16: 155, 32: 187, 64: 149, 128: 113, 256: 69}"
114,6,2,"{-2: 99, 0: 442, 2: 162, -4: 15, 4: 108, 8: 88, 16: 38, 32: 37, 64: 37}"
200,7,-4,"{0: 619, 2: 323, -2: 130, 4: 214, 8: 131, 16: 131, -4: 12, 32: 93, 64: 64, 128: 68, -8: 15}"
111,6,2,"{0: 320, 2: 177, 4: 143, -2: 56, 8: 98, -4: 2, 16: 95, 32: 51, 64: 57}"
83,5,2,"{0: 324, 2: 149, -2: 47, 4: 66, 8: 50, -4: 5, 16: 68, 32: 38}"
175,7,-2,"{0: 450, 2: 275, 4: 285, -2: 92, 8: 136, -4: 8, 16: 141, 32: 71, 64: 72, 128: 45}"
131,6,-2,"{0: 425, -2: 73, 2: 203, 4: 157, 8: 100, 16: 69, -4: 6, 32: 73, 64: 73}"
166,6,-4,"{0: 518, -2: 137, 4: 168, 2: 236, 8: 135, 16: 107, 32: 96, -4: 25, 64: 72}"
123,6,-4,"{4: 152, 0: 332, 2: 195, -2: 99, 8: 127, 16: 69, -4: 6, 32: 55, 64: 72}"
127,6,-2,"{2: 176, 0: 363, 4: 159, 8: 148, -2: 88, 16: 101, -4: 2, 32: 61, 64: 45}"
122,6,2,"{0: 434, -2: 82, 2: 174, 4: 130, 8: 104, 16: 89, -4: 8, 32: 33, 64: 44}"
204,7,2,"{0: 551, -2: 114, -4: 14, 2: 361, 4: 219, 8: 214, 16: 130, 32: 107, 64: 74, 128: 52}"
143,6,2,"{0: 449, 4: 161, 2: 213, -2: 96, 8: 121, -4: 15, 16: 88, 32: 72, 64: 72}"
143,6,-4,"{-2: 117, 0: 387, -4: 19, 2: 229, 4: 186, 8: 115, 16: 113, 32: 67, 64: 54}"
95,6,2,"{0: 289, 2: 152, -2: 62, 4: 117, 8: 97, 16: 44, 32: 52, -4: 2, 64: 40}"
163,6,-4,"{0: 576, -2: 130, 2: 218, 4: 127, 8: 114, -4: 22, 16: 102, 32: 82, 64: 96}"
278,7,2,"{0: 779, 4: 258, 2: 393, 8: 239, 16: 125, -2: 197, 32: 174, 64: 167, -4: 44, -8: 14, 128: 112}"
198,7,2,"{-2: 119, 0: 485, 2: 331, 4: 259, 8: 171, 16: 127, 32: 84, -4: 24, 64: 104, 128: 78}"
151,6,-2,"{0: 436, 4: 155, 2: 231, 8: 111, -2: 78, 16: 101, 32: 121, 64: 110, -4: 15, -8: 1}"
245,7,2,"{0: 777, 2: 357, 4: 237, -2: 203, -4: 43, 8: 201, 16: 134, 32: 110, 64: 67, 128: 76}"
192,7,-2,"{0: 581, 2: 279, -2: 134, 4: 242, 8: 156, -4: 12, 16: 85, 32: 104, 64: 57, 128: 78}"
204,7,-2,"{0: 593, 4: 279, -2: 108, 2: 308, 8: 143, 16: 126, 32: 101, 64: 83, 128: 92, -4: 3}"
136,6,-4,"{0: 453, -2: 91, 2: 215, -4: 14, 4: 139, 8: 89, 16: 65, 32: 90, 64: 68}"
243,7,-2,"{0: 729, 2: 334, -2: 194, 4: 229, -4: 41, 8: 211, 16: 176, 32: 115, -8: 7, 64: 85, 128: 66}"
103,6,2,"{0: 354, 2: 152, 4: 118, -2: 54, 8: 93, 16: 52, 32: 41, -4: 10, 64: 53}"
161,7,-2,"{0: 416, -2: 95, 2: 278, 4: 188, 8: 136, 16: 114, 32: 69, 64: 137, -4: 4, -8: 2, 128: 10}"
159,6,-4,"{2: 236, 0: 510, 4: 138, -2: 150, 8: 105, 16: 93, -4: 49, 32: 97, 64: 53}"
105,6,2,"{0: 342, 2: 169, -2: 72, 4: 127, 8: 96, 16: 60, 32: 62, -4: 4, 64: 13}"
179,6,-2,"{2: 244, 0: 553, 4: 193, -2: 143, 8: 157, 16: 93, -4: 39, 32: 89, 64: 100}"
238,7,2,"{0: 716, -2: 188, 2: 329, 4: 225, 8: 201, 16: 171, -4: 25, 32: 153, 64: 95, 128: 39}"
124,6,-8,"{2: 161, 4: 122, 0: 362, -2: 110, 8: 109, -4: 23, 16: 133, 32: 33, 64: 54, -8: 9}"
157,6,-4,"{0: 515, 2: 227, 4: 148, -2: 113, 8: 143, 16: 89, -4: 7, 32: 72, 64: 99}"
283,7,-2,"{0: 785, 2: 416, 4: 342, -2: 215, 8: 211, -4: 44, 16: 202, 32: 108, 64: 123, 128: 101}"
94,6,-4,"{0: 327, 2: 141, 4: 104, -2: 59, 8: 81, 16: 59, 32: 34, -4: 8, 64: 33}"
90,6,2,"{0: 284, -2: 35, 2: 148, 4: 94, 8: 81, 16: 90, 32: 54, 64: 24}"
175,7,-2,"{0: 647, 2: 265, -2: 103, 4: 167, 8: 107, 16: 94, 32: 63, -4: 23, 64: 64, 128: 42}"
189,7,2,"{0: 555, 2: 301, 4: 214, -2: 106, 8: 161, 16: 131, 32: 92, -4: 13, -8: 8, 64: 58, 128: 62}"
76,5,2,"{0: 270, -2: 64, 2: 117, -4: 13, 4: 106, 8: 58, 16: 38, 32: 18}"
129,6,-2,"{0: 443, 2: 212, 4: 139, -2: 81, -4: 2, 8: 93, 16: 64, 32: 55, 64: 72}"
211,7,-2,"{0: 663, 4: 207, -2: 149, 2: 293, -4: 30, 8: 169, 16: 163, 32: 61, 64: 97, 128: 67}"
144,6,-2,"{2: 191, 0: 577, 4: 143, -2: 107, -4: 14, 8: 64, 16: 99, 32: 43, 64: 58}"
248,7,-2,"{0: 727, 2: 356, 4: 249, -2: 186, 8: 178, 16: 191, 32: 133, -4: 44, -8: 2, 64: 83, 128: 83}"
58,5,-4,"{0: 224, -2: 30, 2: 96, 4: 59, 8: 33, 16: 47, 32: 31, -4: 2}"
152,7,-2,"{0: 525, 4: 143, 2: 251, 8: 116, -2: 96, 16: 56, 32: 77, -4: 7, 64: 66, 128: 31}"
86,5,2,"{2: 115, 0: 324, -2: 65, 4: 102, 8: 60, 16: 63, -4: 1, 32: 44}"
191,7,2,"{0: 502, 2: 303, -2: 130, 4: 262, -4: 8, 8: 154, 16: 124, 32: 114, 64: 65, 128: 57}"
253,7,-2,"{0: 731, 2: 362, -2: 184, 4: 308, 8: 226, 16: 143, -4: 15, 32: 99, 64: 114, -8: 2, 128: 93}"
196,7,-2,"{0: 557, -2: 120, 2: 316, -4: 31, 4: 214, 8: 198, 16: 118, 32: 91, 64: 66, 128: 53}"
94,5,-4,"{0: 281, 2: 153, 4: 104, -2: 68, 8: 83, 16: 91, -4: 16, 32: 50}"
154,7,2,"{0: 457, -2: 93, 2: 231, 4: 203, 8: 134, -4: 4, 16: 111, 32: 61, 64: 67, 128: 25}"
200,7,-2,"{0: 623, -2: 154, 2: 305, -4: 31, 4: 213, 8: 170, -8: 1, 16: 104, 32: 110, 64: 49, 128: 40}"
127,6,2,"{2: 187, 0: 423, 4: 142, -2: 87, 8: 103, 16: 55, 32: 61, 64: 74, -4: 11}"
200,7,-4,"{2: 265, 0: 637, -2: 119, 4: 203, 8: 176, -4: 32, 16: 137, 32: 91, 64: 72, 128: 68}"
119,6,-2,"{0: 367, 2: 169, -2: 82, 4: 135, 8: 138, 16: 77, -4: 13, 32: 23, 64: 67}"
85,6,-2,"{0: 281, -2: 53, 2: 138, 4: 99, 8: 93, 16: 52, 32: 22, 64: 26, -4: 1}"
101,6,2,"{-2: 73, 0: 288, -4: 9, 2: 140, 4: 151, 8: 93, 16: 58, 32: 54, 64: 43}"
142,6,-2,"{0: 494, 2: 203, -2: 101, -4: 12, 4: 140, 8: 106, 16: 98, 32: 63, 64: 61}"
153,6,2,"{0: 500, -2: 113, 4: 176, 2: 206, 8: 137, 16: 90, -4: 9, 32: 82, 64: 64}"
152,6,2,"{0: 508, 2: 222, -2: 110, 4: 182, 8: 111, -4: 10, 16: 94, 32: 77, 64: 54}"
179,7,2,"{0: 543, -2: 100, 2: 293, 4: 230, 8: 137, -4: 6, 16: 99, 32: 95, 64: 52, 128: 56}"
264,7,2,"{2: 395, 0: 649, 4: 293, -2: 166, 8: 193, 16: 244, -4: 38, 32: 127, 64: 141, 128: 130}"
166,7,-2,"{2: 254, 0: 481, -2: 101, 4: 219, 8: 134, 16: 119, -4: 9, 32: 80, 64: 56, 128: 41}"
191,7,-4,"{0: 523, -2: 114, 2: 310, 4: 210, 8: 156, 16: 145, -4: 21, 32: 101, 64: 62, -8: 2, 128: 75}"
233,7,2,"{0: 647, 2: 367, 4: 248, 8: 222, -2: 150, 16: 123, 32: 135, -4: 10, 64: 125, 128: 70}"
146,6,2,"{0: 403, -2: 103, 4: 159, 2: 242, 8: 115, 16: 112, 32: 101, -4: 19, 64: 60}"
221,6,-4,"{0: 724, -2: 234, 4: 204, -4: 35, 2: 270, 8: 166, 16: 126, 32: 115, -8: 25, 64: 90}"
216,7,2,"{0: 566, -2: 138, 2: 301, 4: 245, 8: 189, 16: 183, 32: 167, -4: 13, 64: 65, 128: 77}"
113,6,2,"{0: 284, 4: 170, 2: 214, 8: 112, -2: 58, 16: 64, 32: 59, 64: 54, -4: 2}"
102,6,-4,"{0: 367, 2: 153, -2: 69, 4: 85, 8: 84, 16: 75, -4: 17, 32: 31, 64: 37}"
115,6,-2,"{0: 364, 2: 173, 4: 133, 8: 116, -2: 70, 16: 69, -4: 5, 32: 45, 64: 60}"
81,5,-2,"{0: 310, -2: 68, 2: 111, -4: 15, 4: 105, 8: 51, 16: 39, 32: 30}"
209,7,-4,"{0: 708, 2: 270, -2: 175, 4: 219, 8: 167, -4: 45, 16: 125, 32: 53, 64: 86, 128: 33}"
217,7,-2,"{0: 656, 2: 298, -2: 152, 4: 247, 8: 187, 16: 133, -4: 29, 32: 116, 64: 54, 128: 80, -8: 1}"
172,7,-4,"{0: 521, -2: 91, 2: 267, 4: 213, 8: 118, 16: 93, 32: 114, 64: 90, -4: 8, 128: 33}"
56,5,-4,"{0: 157, 2: 107, -2: 53, 4: 63, 8: 40, 16: 25, 32: 37, -4: 22}"
88,6,2,"{0: 291, 2: 148, 4: 99, 8: 65, 16: 75, -2: 43, 32: 26, -4: 2, 64: 43}"
178,7,-2,"{0: 543, 2: 261, 4: 204, 8: 139, -2: 105, -4: 15, 16: 152, 32: 82, 64: 46, 128: 55}"
108,6,-2,"{0: 391, -2: 73, 2: 155, 4: 132, -4: 17, 8: 84, 16: 66, -8: 5, 32: 11, 64: 38}"
138,6,-2,"{2: 183, 0: 407, 4: 150, -2: 114, 8: 119, 16: 76, -4: 38, 32: 98, 64: 57}"
143,6,-2,"{0: 451, 2: 202, -2: 83, 4: 130, -4: 9, 8: 152, 16: 104, 32: 95, 64: 61}"
212,7,-2,"{0: 556, 2: 282, 4: 247, 8: 190, -2: 161, 16: 167, 32: 137, -4: 12, 64: 69, 128: 87}"
114,6,-2,"{-2: 59, 0: 428, 2: 169, 4: 144, 8: 102, -4: 6, -8: 1, 16: 32, 32: 41, 64: 44}"
131,6,2,"{0: 398, 2: 206, 4: 139, 8: 139, -2: 83, 16: 88, -4: 12, 32: 61, 64: 53}"
138,6,-2,"{0: 439, 2: 232, -2: 85, 4: 150, 8: 112, -4: 8, 16: 94, -8: 7, 32: 54, 64: 61}"
96,6,-4,"{2: 134, 0: 374, -2: 63, 4: 128, -4: 9, 8: 44, 16: 49, 32: 29, 64: 34}"
160,6,-2,"{0: 422, 2: 226, 4: 167, -2: 102, 8: 201, 16: 103, 32: 120, -4: 14, 64: 85}"
119,6,-4,"{0: 372, 2: 169, 4: 127, -2: 89, 8: 113, -4: 10, 16: 58, 32: 76, 64: 57}"
127,6,-2,"{0: 414, 2: 198, 4: 127, -2: 84, 8: 115, 16: 78, -4: 11, 32: 58, 64: 58}"
137,6,-2,"{0: 396, -2: 97, 2: 213, 4: 160, 8: 113, 16: 105, -4: 15, 32: 83, 64: 51}"
133,6,2,"{0: 384, 2: 212, -2: 112, 4: 154, 8: 133, -4: 24, 16: 78, 32: 67, 64: 33}"
219,7,-2,"{0: 652, -2: 165, 2: 352, 4: 269, 8: 159, 16: 113, 32: 84, 64: 65, -4: 14, 128: 98}"
171,6,-4,"{2: 213, 0: 508, 4: 159, 8: 159, -2: 149, 16: 114, 32: 87, -4: 36, 64: 104, -8: 10}"
140,6,-4,"{0: 421, 2: 226, -2: 102, 4: 165, 8: 131, -4: 7, 16: 93, 32: 57, 64: 58}"
166,6,2,"{2: 269, 0: 485, -2: 108, 4: 162, 8: 149, 16: 97, 32: 123, -4: 11, 64: 90}"
243,7,-4,"{0: 687, -2: 214, 4: 229, 2: 347, 8: 227, -4: 66, -8: 6, 16: 155, 32: 115, 64: 122, 128: 19}"
99,6,2,"{0: 320, 2: 174, 4: 130, -2: 35, 8: 73, 16: 47, 32: 57, -4: 7, 64: 48}"
280,7,-2,"{0: 788, -2: 199, 2: 383, -4: 58, 4: 327, 8: 241, 16: 175, 32: 98, 64: 104, 128: 143, -8: 4}"
