turns,max_tiles,min_tiles,piece_distributions
75,6,-2,"{0: 256, 2: 110, -2: 35, 4: 111, 8: 71, 16: 40, 32: 33, -4: 1, 64: 18}"
194,7,2,"{0: 532, 2: 295, -2: 133, 4: 247, 8: 162, 16: 123, 32: 89, -4: 28, 64: 88, 128: 49}"
111,6,-2,"{2: 182, 0: 325, 4: 141, -2: 48, 8: 81, 16: 83, 32: 68, 64: 64, -4: 7}"
132,6,-4,"{0: 415, 2: 213, 4: 160, 8: 85, 16: 67, -2: 80, -4: 13, 32: 98, 64: 57}"
204,7,-2,"{0: 589, 2: 333, 4: 244, 8: 142, -2: 135, 16: 121, 32: 105, -4: 17, 64: 77, 128: 73}"
191,7,-4,"{0: 447, 2: 307, 4: 283, -2: 120, -4: 12, 8: 172, 16: 123, 32: 87, 64: 86, 128: 82}"
70,5,2,"{0: 271, -2: 44, 4: 64, 2: 113, 8: 56, 16: 49, 32: 32, -4: 1}"
204,7,-4,"{-2: 135, 0: 681, 2: 307, 4: 203, -4: 15, 8: 156, 16: 96, 32: 120, 64: 61, -8: 1, 128: 61}"
121,6,-2,"{0: 333, 2: 174, -2: 99, 4: 168, 8: 113, 16: 102, -4: 22, 32: 25, 64: 53}"
84,6,-2,"{0: 251, 2: 140, 4: 155, 8: 54, -2: 36, 16: 44, 32: 39, 64: 37}"
203,7,-2,"{0: 615, 2: 324, -2: 114, 4: 224, -4: 4, 8: 150, 16: 180, 32: 126, 64: 45, 128: 45}"
149,6,2,"{0: 501, 2: 212, -2: 113, 4: 169, 8: 127, -4: 7, 16: 71, 32: 70, 64: 71}"
148,6,2,"{-2: 101, 0: 420, 2: 244, 4: 136, 8: 158, -4: 34, 16: 76, 32: 97, 64: 66}"
230,7,-2,"{0: 693, 2: 379, 4: 212, -2: 132, 8: 188, 16: 223, -4: 29, 32: 84, 64: 58, 128: 72}"
111,6,2,"{0: 371, 2: 187, 4: 102, 8: 115, -2: 55, 16: 47, 32: 67, 64: 50, -4: 5}"
372,8,2,"{0: 934, -2: 221, 2: 613, 4: 424, 8: 294, 16: 214, 32: 162, 64: 212, -4: 36, 128: 139, 256: 99}"
198,7,-2,"{2: 271, 0: 575, -2: 138, 4: 239, 8: 141, 16: 140, 32: 122, -4: 43, -8: 20, 64: 74, 128: 19}"
106,6,2,"{0: 335, 2: 163, -2: 76, 4: 122, 8: 111, 16: 70, 32: 37, -4: 7, 64: 33}"
199,6,-2,"{2: 288, 0: 685, 4: 161, -2: 169, 8: 148, -4: 60, 16: 127, -8: 1, 32: 71, 64: 81}"
158,7,2,"{2: 235, 0: 438, 4: 203, 8: 139, 16: 113, -2: 97, 32: 69, -4: 34, -8: 2, 64: 75, 128: 17}"
153,7,2,"{2: 246, 0: 407, 4: 188, -2: 82, -4: 3, 8: 151, 16: 118, 32: 83, 64: 65, 128: 34}"
118,6,-2,"{0: 348, 2: 200, 4: 117, 8: 90, -2: 64, 16: 102, -4: 6, 32: 75, 64: 54, -8: 6}"
149,6,-2,"{0: 508, 2: 189, -2: 115, 4: 161, 8: 109, -4: 17, 16: 73, 32: 84, 64: 83, -8: 2}"
114,6,2,"{0: 415, 2: 179, -2: 82, 4: 128, 8: 88, 16: 51, -4: 10, 32: 50, 64: 23}"
63,5,-2,"{0: 212, 2: 129, -2: 32, 4: 70, 8: 39, 16: 48, 32: 37}"
100,6,2,"{0: 401, 4: 100, -2: 66, 2: 151, 8: 65, 16: 37, 32: 34, -4: 6, 64: 40}"
150,6,-2,"{0: 481, -2: 115, 4: 149, 2: 201, 8: 149, 16: 92, 32: 82, -4: 8, 64: 73}"
171,6,-2,"{0: 569, 2: 244, 4: 201, 8: 130, 16: 113, -2: 121, -4: 12, 32: 78, 64: 71}"
125,6,-2,"{0: 443, 2: 169, 4: 132, 8: 113, -2: 79, -4: 1, 16: 114, 32: 31, 64: 43}"
132,6,-2,"{0: 411, -2: 74, -4: 16, 2: 190, 4: 147, 8: 151, 16: 95, 32: 54, 64: 50}"
149,6,-2,"{0: 453, -2: 90, 2: 222, 4: 139, -4: 13, 8: 136, 16: 102, 32: 96, 64: 90}"
208,7,2,"{0: 631, 2: 363, 4: 173, 8: 178, -2: 110, 16: 132, -4: 35, 32: 95, -8: 3, 64: 66, 128: 86}"
146,7,-4,"{0: 503, 2: 232, 4: 144, -2: 74, -4: 10, 8: 146, 16: 69, 32: 55, 64: 43, 128: 38}"
103,6,-2,"{0: 318, 2: 172, 4: 112, 8: 90, 16: 64, -2: 56, 32: 50, -4: 14, 64: 51}"
149,6,-2,"{0: 488, 2: 187, 4: 147, -2: 150, 8: 105, -4: 49, 16: 99, 32: 64, 64: 52}"
149,6,-4,"{2: 223, 0: 465, 4: 130, 8: 122, 16: 119, -2: 114, 32: 86, -4: 25, 64: 57}"
223,7,-4,"{0: 537, 2: 339, 4: 260, -2: 141, 8: 207, 16: 220, 32: 101, -4: 14, 64: 96, 128: 92}"
145,7,-4,"{2: 234, 0: 513, -2: 92, 4: 145, 8: 107, -4: 9, 16: 72, 32: 62, 64: 28, 128: 43}"
104,6,-2,"{0: 322, 2: 126, 4: 142, -2: 67, 8: 123, 16: 81, -4: 4, 32: 33, 64: 38}"
204,7,2,"{0: 603, 2: 330, -2: 142, 4: 246, 8: 159, -4: 13, 16: 119, 32: 80, 64: 84, 128: 60}"
134,6,-2,"{-2: 98, 0: 469, -4: 20, 2: 205, 4: 146, 8: 92, 16: 48, 32: 71, 64: 57}"
78,6,2,"{0: 227, 4: 118, 2: 144, -2: 29, 8: 70, 16: 55, 32: 38, 64: 21}"
105,6,-8,"{0: 373, -2: 75, 2: 164, 4: 93, 8: 72, 16: 73, -4: 30, -8: 3, 32: 21, 64: 41}"
183,7,-2,"{0: 595, 2: 285, -2: 121, -4: 18, -8: 13, 4: 215, 8: 136, 16: 78, 32: 73, 64: 59, 128: 54}"
166,6,2,"{0: 517, 4: 175, 2: 248, -2: 118, 8: 104, 16: 137, -4: 38, 32: 79, 64: 78}"
157,6,2,"{-2: 118, 0: 478, 4: 197, 2: 225, -4: 24, 8: 120, 16: 80, 32: 93, 64: 77, -8: 1}"
99,6,2,"{0: 284, 2: 175, 4: 135, 8: 95, -2: 45, 16: 54, 32: 55, -4: 10, 64: 38}"
145,6,-2,"{0: 477, 2: 229, 4: 162, -2: 96, 8: 93, -4: 25, 16: 101, 32: 66, 64: 56}"
220,7,-4,"{0: 673, 2: 315, 4: 224, -2: 141, 8: 225, 16: 106, 32: 109, -4: 24, 64: 92, -8: 5, 128: 66}"
159,7,-4,"{0: 506, -2: 128, 2: 178, -4: 19, 4: 166, 8: 153, 16: 103, 32: 76, 64: 63, 128: 39}"
168,7,-2,"{0: 411, 2: 280, -2: 85, 4: 152, 8: 224, 16: 129, 32: 102, -4: 12, 64: 72, 128: 45}"
215,7,-4,"{0: 699, 2: 290, -2: 184, 4: 203, 8: 166, 16: 127, 32: 81, 64: 72, -4: 40, 128: 73}"
268,7,-2,"{2: 413, -2: 203, 0: 718, 4: 242, -4: 37, 8: 215, 16: 177, 32: 154, 64: 143, 128: 106, -8: 4}"
165,6,-2,"{0: 524, 2: 230, 4: 151, -2: 131, 8: 137, 16: 156, -4: 51, 32: 57, 64: 48}"
271,7,-2,"{0: 851, 2: 349, 4: 264, -2: 209, 8: 205, 16: 192, -4: 54, 32: 131, 64: 100, 128: 84}"
52,5,-2,"{0: 178, 2: 95, 4: 66, -2: 16, 8: 51, 16: 35, 32: 27}"
148,6,2,"{2: 209, 0: 495, 4: 148, -2: 101, 8: 123, 16: 96, 32: 69, 64: 77, -4: 14}"
129,6,-4,"{0: 359, 2: 192, 4: 179, 8: 135, -2: 112, 16: 88, -4: 10, 32: 41, 64: 45}"
143,6,-2,"{0: 482, 2: 198, 4: 150, -2: 107, -4: 13, 8: 123, 16: 91, 32: 48, 64: 75}"
248,7,-4,"{0: 642, 2: 370, -2: 167, 4: 262, 8: 206, 16: 205, 32: 119, -4: 17, 64: 127, 128: 117}"
260,7,-2,"{0: 766, -2: 186, 2: 369, -4: 43, 4: 269, 8: 237, 16: 134, 32: 168, 64: 66, 128: 102}"
177,7,-4,"{0: 565, 2: 241, -2: 128, -4: 41, 4: 190, 8: 131, 16: 135, 32: 76, 64: 43, 128: 43}"
134,6,-4,"{0: 517, -2: 108, 2: 189, -4: 7, 4: 132, 8: 97, 16: 57, 32: 41, 64: 58}"
174,6,-2,"{0: 514, 2: 269, -2: 125, 4: 173, 8: 96, 16: 145, 32: 129, -4: 23, 64: 92}"
175,7,-2,"{4: 188, 0: 481, 2: 282, -2: 121, 8: 172, 16: 111, -4: 19, -8: 10, 32: 91, 64: 64, 128: 36}"
205,7,-4,"{0: 574, 4: 274, -2: 153, 8: 157, 2: 304, -4: 21, 16: 91, 32: 106, 64: 77, 128: 88}"
240,7,-4,"{0: 545, -2: 176, 2: 388, -4: 44, 4: 312, 8: 215, 16: 163, 32: 101, 64: 111, 128: 105}"
230,7,-2,"{0: 640, -2: 175, 2: 349, -4: 52, 4: 222, 8: 151, 16: 176, 32: 135, 64: 70, 128: 75, -8: 25}"
79,5,-4,"{-2: 57, 0: 258, 2: 105, 4: 94, 8: 64, 16: 79, -4: 11, 32: 36, -8: 7}"
71,6,2,"{0: 276, 2: 113, 4: 72, -2: 27, 8: 57, 16: 40, 32: 29, 64: 25}"
252,7,2,"{0: 656, 2: 377, 4: 261, -2: 162, 8: 229, 16: 212, -4: 27, 32: 124, 64: 122, 128: 98}"
92,5,-8,"{0: 352, -2: 84, 4: 84, 2: 126, 8: 67, -4: 28, 16: 25, 32: 49, -8: 13}"
161,6,2,"{0: 568, 2: 220, -2: 124, 4: 178, -4: 29, 8: 139, -8: 2, 16: 70, 32: 65, 64: 54}"
124,6,-4,"{0: 443, -2: 90, 2: 197, -4: 37, -8: 5, 4: 123, 8: 79, 16: 66, 32: 50, 64: 26}"
134,6,-2,"{0: 421, -2: 69, 2: 197, -4: 18, 4: 147, 8: 119, 16: 98, 32: 87, 64: 50}"
213,7,2,"{0: 631, 2: 302, 4: 267, -2: 153, 8: 171, -4: 33, 16: 112, 32: 114, 64: 55, 128: 79}"
122,6,2,"{-2: 108, 0: 450, 4: 104, 2: 152, 8: 88, 16: 57, -4: 15, 32: 49, 64: 64, -8: 11}"
146,6,-2,"{-2: 98, 0: 544, 2: 226, 4: 157, -4: 27, 8: 114, 16: 60, 32: 48, 64: 40}"
155,7,-2,"{0: 355, 4: 231, 2: 214, 8: 194, -2: 78, 16: 115, 32: 87, 64: 44, -4: 11, 128: 66}"
186,7,-2,"{0: 561, -2: 114, -4: 14, 2: 297, 4: 193, 8: 151, 16: 134, 32: 85, 64: 62, 128: 63}"
269,7,2,"{0: 770, 4: 257, 2: 387, -2: 194, -4: 37, 8: 248, 16: 109, 32: 126, 64: 134, 128: 159}"
135,6,-4,"{0: 399, 4: 135, 8: 111, 2: 207, -2: 92, 16: 95, 32: 50, 64: 90, -4: 36}"
145,6,-2,"{-2: 116, 0: 437, 2: 221, -4: 14, 4: 152, 8: 121, 16: 87, 32: 87, 64: 70}"
119,6,-2,"{0: 425, -2: 65, 2: 192, 4: 109, 8: 109, 16: 54, 32: 50, -4: 7, 64: 60}"
225,7,-2,"{0: 699, 2: 366, -2: 136, 4: 230, -4: 14, 8: 149, 16: 141, 32: 139, 64: 72, 128: 79}"
164,6,2,"{0: 560, 2: 239, 4: 151, 8: 112, -2: 123, 16: 65, -4: 36, 32: 79, -8: 30, 64: 81}"
83,5,-4,"{0: 353, 2: 101, 4: 58, -2: 82, 8: 63, 16: 31, -4: 17, 32: 42}"
56,5,-2,"{0: 199, 4: 73, 2: 88, -2: 26, 8: 47, 16: 39, -4: 1, 32: 31}"
241,7,2,"{0: 612, 2: 389, -2: 174, 4: 254, -4: 46, 8: 195, 16: 142, 32: 122, 64: 121, 128: 113, -8: 1}"
137,6,-2,"{0: 426, -2: 98, 4: 176, 2: 182, -4: 31, 8: 112, 16: 57, 32: 71, 64: 80}"
123,6,-4,"{0: 386, 2: 188, 4: 113, -2: 88, 8: 98, 16: 56, 32: 68, 64: 68, -4: 27, -8: 15}"
320,7,-2,"{0: 880, -2: 214, 2: 469, -4: 40, 4: 340, 8: 210, 16: 209, 32: 186, 64: 177, 128: 155}"
169,7,-2,"{0: 499, 2: 243, 4: 172, -2: 134, 8: 161, -4: 29, 16: 112, 32: 55, 64: 69, 128: 47}"
145,6,2,"{0: 456, 2: 216, -2: 108, 4: 184, -4: 6, 8: 99, 16: 74, 32: 108, 64: 54}"
77,6,-2,"{0: 254, 2: 97, 4: 91, -2: 44, 8: 72, 16: 70, 32: 48, -4: 4, 64: 13}"
213,7,-2,"{0: 604, -2: 159, 2: 299, 4: 246, -4: 22, 8: 192, 16: 193, 32: 38, 64: 68, 128: 86, -8: 10}"
290,7,-4,"{0: 856, 4: 307, 2: 387, -2: 244, 8: 222, -4: 18, -8: 1, 16: 145, 32: 185, 64: 124, 128: 121}"
212,7,2,"{0: 557, 2: 282, -2: 141, 4: 269, 8: 214, 16: 162, 32: 95, -4: 26, 64: 64, 128: 98}"
216,7,-2,"{-2: 107, 0: 524, 2: 340, 4: 279, 8: 207, 16: 176, -4: 7, 32: 110, 64: 97, 128: 97}"
125,5,-2,"{2: 162, 0: 558, -2: 98, 4: 106, -4: 10, 8: 68, 16: 67, 32: 56}"
83,5,2,"{0: 280, 2: 135, -2: 61, 4: 104, 8: 57, 16: 52, 32: 45, -4: 11, -8: 2}"
214,7,2,"{2: 370, 0: 561, -2: 93, 4: 249, 8: 223, 16: 121, 32: 111, -4: 12, 64: 97, 128: 89}"
131,6,-2,"{0: 447, -2: 96, 4: 160, 2: 189, 8: 75, -4: 13, 16: 76, 32: 66, 64: 57}"
134,6,-2,"{0: 455, 2: 193, -2: 87, 4: 173, 8: 78, 16: 88, -4: 4, 32: 85, 64: 43}"
104,6,-4,"{0: 335, 4: 130, 2: 179, 8: 68, -2: 71, 16: 61, -4: 22, 32: 28, 64: 32, -8: 10}"
254,7,-2,"{0: 667, -2: 179, 2: 373, 4: 261, 8: 267, -4: 46, 16: 196, 32: 62, 64: 107, 128: 125, -8: 3}"
120,6,2,"{0: 342, 2: 195, -2: 65, 4: 135, 8: 114, 16: 110, 32: 76, -4: 3, 64: 40}"
121,6,2,"{2: 172, 0: 441, -2: 73, -4: 11, 4: 112, 8: 85, 16: 94, 32: 55, 64: 46}"
169,6,2,"{0: 590, -2: 137, 2: 233, 4: 180, -4: 31, -8: 11, 8: 113, 16: 93, 32: 77, 64: 56}"
184,7,-2,"{0: 567, 2: 276, -2: 116, 4: 202, 8: 161, 16: 117, -4: 4, 32: 104, 64: 71, 128: 38}"
102,6,-4,"{0: 366, 2: 146, -2: 74, 4: 101, 8: 77, 16: 62, 32: 58, -4: 9, 64: 25}"
287,7,-2,"{0: 784, 2: 425, 4: 291, 8: 165, 16: 197, -2: 232, -4: 50, 32: 153, 64: 112, 128: 174}"
200,7,-4,"{0: 584, 2: 292, -2: 152, 4: 201, 8: 146, 16: 131, 32: 126, -4: 29, 64: 84, 128: 55}"
53,5,-4,"{0: 191, 2: 95, -2: 34, 4: 60, 8: 23, 16: 33, 32: 31, -4: 10}"
67,5,-2,"{0: 228, 2: 116, 4: 86, -2: 28, 8: 57, -4: 3, 16: 53, 32: 32}"
217,7,-2,"{0: 642, 4: 260, 2: 316, 8: 193, -2: 160, 16: 166, -4: 17, 32: 104, 64: 57, 128: 38}"
273,7,-2,"{0: 894, -2: 220, 2: 382, 4: 238, 8: 153, 16: 156, -4: 67, 32: 156, 64: 114, -8: 1, 128: 76}"
115,5,-4,"{-2: 83, 0: 441, 2: 159, 4: 97, -4: 11, 8: 74, 16: 102, 32: 68}"
108,6,2,"{0: 295, 2: 197, -2: 49, 4: 146, 8: 93, 16: 79, 32: 60, -4: 8, 64: 45}"
221,7,-4,"{0: 631, 2: 371, 4: 256, -2: 134, 8: 165, -4: 23, 16: 139, 32: 92, 64: 113, 128: 65}"
218,7,2,"{0: 662, -2: 164, 2: 316, 4: 210, -4: 16, 8: 192, 16: 103, 32: 72, 64: 220, 128: 7}"
140,6,-4,"{0: 449, 2: 229, -2: 92, 4: 155, 8: 127, 16: 96, -4: 8, 32: 59, 64: 45}"
94,6,-2,"{0: 247, 4: 130, 2: 133, 8: 93, -2: 58, 16: 78, -4: 4, 32: 59, 64: 44}"
250,7,2,"{0: 751, 2: 376, -2: 171, 4: 267, 8: 192, 16: 158, -4: 35, 32: 118, 64: 73, 128: 109}"
221,7,-2,"{0: 597, 2: 377, -2: 135, 4: 223, 8: 150, 16: 165, 32: 105, 64: 65, -4: 35, 128: 132, -8: 5}"
61,5,2,"{0: 165, -2: 27, 4: 91, 2: 109, 8: 63, 16: 58, 32: 35, -4: 1}"
104,6,2,"{2: 133, 0: 426, -2: 86, 4: 93, 8: 64, -4: 4, 16: 69, 32: 27, 64: 34}"
120,6,2,"{2: 166, 0: 442, -2: 79, 4: 91, -4: 13, 8: 106, 16: 62, 32: 114, 64: 7}"
98,6,2,"{-2: 50, 0: 344, 2: 135, 4: 140, 8: 85, 16: 67, 32: 24, -4: 5, 64: 32}"
80,6,-2,"{0: 266, 2: 113, -2: 53, 4: 91, 8: 90, -4: 1, 16: 64, 32: 38, 64: 4}"
158,6,2,"{2: 228, 0: 526, -2: 118, 4: 178, 8: 129, 16: 71, -4: 16, 32: 63, 64: 93}"
77,5,2,"{0: 240, 2: 105, 4: 84, -2: 64, 8: 61, 16: 61, 32: 48, -4: 30}"
57,5,2,"{0: 200, 2: 98, -2: 30, 4: 60, 8: 51, 16: 44, -4: 2, 32: 28}"
146,6,-8,"{0: 523, 2: 198, -2: 128, 4: 110, -4: 26, 8: 130, 16: 59, 32: 57, 64: 82, -8: 1}"
124,6,-2,"{0: 443, 2: 164, 4: 143, 8: 100, -2: 93, 16: 59, -4: 4, 32: 57, 64: 53}"
185,7,-4,"{0: 498, 2: 277, -2: 148, 4: 222, 8: 154, 16: 133, -4: 14, -8: 1, 32: 106, 64: 55, 128: 57}"
62,5,2,"{0: 192, -2: 28, -4: 15, 2: 103, 4: 82, 8: 69, 16: 39, 32: 30}"
78,5,-4,"{0: 334, 2: 96, 4: 65, -2: 76, 8: 58, -4: 16, 16: 19, 32: 38}"
70,5,-4,"{0: 278, 2: 92, -2: 49, 4: 65, 8: 69, 16: 34, -4: 17, 32: 26}"
224,7,-4,"{-2: 147, 0: 742, 2: 307, 4: 242, 8: 170, 16: 82, 32: 133, -4: 24, 64: 110, 128: 59}"
207,7,-2,"{0: 650, 2: 311, 4: 246, -2: 141, 8: 172, -4: 23, 16: 120, 32: 78, 64: 94, 128: 28}"
162,7,-4,"{2: 276, 0: 371, -2: 83, 4: 235, 8: 153, 16: 140, -4: 21, 32: 68, 64: 56, 128: 55}"
153,6,2,"{0: 473, -2: 103, 2: 231, 4: 162, 8: 113, 16: 98, 32: 89, -4: 38, 64: 70}"
255,7,-4,"{-2: 215, 0: 722, -4: 47, 2: 378, 4: 317, 8: 163, 16: 130, 32: 132, 64: 121, 128: 70}"
248,7,-2,"{2: 353, 0: 761, -2: 176, 4: 259, 8: 178, -4: 27, 16: 136, 32: 106, 64: 114, 128: 122}"
181,6,2,"{-2: 119, 0: 546, 2: 262, 4: 199, 8: 201, 16: 109, -4: 12, 32: 97, 64: 84}"
202,7,2,"{0: 498, 2: 290, 4: 250, -2: 110, 8: 195, 16: 137, -4: 28, 32: 128, 64: 104, -8: 1, 128: 77}"
151,5,2,"{2: 215, 0: 561, -2: 129, 4: 166, -4: 29, 8: 107, 16: 100, 32: 52}"
174,7,-2,"{0: 455, 2: 275, -2: 114, 4: 253, -4: 19, 8: 164, 16: 105, 32: 65, 64: 62, 128: 54}"
182,7,-4,"{0: 471, 2: 293, 4: 238, -2: 92, 8: 168, 16: 119, 32: 91, 64: 85, 128: 78, -4: 3}"
136,6,-4,"{2: 201, -2: 97, 0: 476, 4: 153, 8: 98, -4: 25, 16: 59, 32: 44, 64: 71}"
261,7,-4,"{0: 735, 2: 404, -2: 176, 4: 272, 8: 193, 16: 177, -4: 24, 32: 132, 64: 121, 128: 115}"
230,7,-2,"{-2: 172, 0: 670, 2: 332, 4: 274, 8: 182, 16: 144, -4: 37, -8: 6, 32: 88, 64: 93, 128: 72}"
130,6,2,"{0: 405, 2: 195, -2: 58, 4: 169, -4: 4, 8: 119, 16: 84, 32: 77, 64: 59}"
126,6,-2,"{0: 397, 2: 187, -2: 92, 4: 151, 8: 114, -4: 28, 16: 57, 32: 62, 64: 46}"
150,6,-2,"{2: 209, 0: 480, 4: 173, -2: 122, 8: 100, 16: 91, -4: 5, 32: 74, 64: 96}"
247,7,-4,"{0: 724, -2: 165, -4: 29, 2: 359, 4: 255, 8: 217, 16: 136, 32: 146, 64: 86, 128: 106}"
78,5,-2,"{0: 308, -2: 52, 2: 102, 4: 76, -4: 16, 8: 65, 16: 45, 32: 38}"
456,8,-4,"{0: 1190, 2: 599, 4: 447, -2: 341, -4: 134, 8: 354, 16: 310, 32: 221, 64: 192, 128: 138, 256: 149, -8: 29}"
172,6,-2,"{0: 485, 2: 261, -2: 136, 4: 193, -4: 11, 8: 112, 16: 174, 32: 108, 64: 68}"
131,7,2,"{0: 370, 2: 197, -2: 46, 4: 165, 8: 107, 16: 119, 32: 96, -4: 6, 64: 35, 128: 38}"
177,6,2,"{-2: 163, 0: 598, 2: 213, -4: 26, 4: 154, 8: 149, 16: 118, 32: 132, 64: 40}"
115,6,2,"{0: 382, 4: 134, 2: 163, -2: 78, 8: 79, -4: 25, 16: 62, 32: 47, 64: 65}"
107,6,-2,"{0: 314, 4: 164, -2: 72, 2: 154, 8: 91, 16: 61, 32: 46, -4: 5, 64: 56}"
190,7,-4,"{0: 489, 2: 297, -2: 140, 4: 217, 8: 183, 16: 120, 32: 124, -4: 27, 64: 50, 128: 63}"
142,6,-2,"{0: 573, -2: 118, 2: 188, 4: 115, 8: 92, 16: 74, -4: 16, 32: 53, 64: 49}"
78,5,-2,"{0: 301, -2: 62, 2: 101, -4: 13, 4: 82, 8: 50, 16: 46, 32: 47}"
102,6,2,"{0: 357, 2: 173, -2: 65, 4: 101, 8: 66, 16: 69, 32: 16, -4: 12, 64: 59}"
91,6,-8,"{0: 335, -2: 67, 2: 143, 4: 74, 8: 66, -4: 32, 16: 60, 32: 20, 64: 22}"
161,7,2,"{0: 474, 2: 269, 4: 172, -2: 118, 8: 131, -4: 10, -8: 1, 16: 109, 32: 73, 64: 52, 128: 40}"
159,7,-2,"{0: 424, 2: 245, -2: 99, 4: 216, 8: 134, 16: 130, 32: 72, 64: 65, 128: 43, -4: 3}"
145,6,-2,"{0: 450, -2: 136, -4: 33, 2: 221, 4: 159, 8: 117, 16: 81, 32: 53, 64: 55}"
76,5,-4,"{0: 266, 2: 102, -2: 62, 4: 111, 8: 63, -4: 4, 16: 44, 32: 32}"
218,7,2,"{0: 705, -2: 163, -4: 44, 2: 308, 4: 237, 8: 177, 16: 113, 32: 100, 64: 50, 128: 65}"
161,7,2,"{0: 442, 4: 176, -2: 86, 2: 271, 8: 175, 16: 106, 32: 86, -4: 8, 64: 47, 128: 52}"
133,6,-2,"{0: 423, -2: 87, 2: 220, 4: 140, -4: 13, 8: 118, 16: 49, 32: 76, 64: 71}"
230,7,2,"{0: 699, 2: 325, -2: 163, 4: 249, 8: 183, -4: 38, 16: 155, 32: 103, 64: 64, 128: 91}"
69,5,-2,"{0: 232, 2: 108, 4: 77, 8: 76, -2: 38, -4: 9, 16: 39, 32: 42}"
195,7,2,"{0: 565, 2: 269, -2: 145, 4: 246, 8: 181, 16: 118, 32: 86, 64: 72, -4: 8, 128: 65}"
112,6,-4,"{0: 351, 2: 180, 4: 125, 8: 88, -2: 64, -4: 14, 16: 70, 32: 57, 64: 59}"
142,6,-4,"{2: 223, 0: 382, -2: 104, 4: 177, -4: 18, 8: 126, 16: 117, 32: 94, -8: 2, 64: 35}"
127,6,-2,"{2: 190, 0: 406, 4: 151, 8: 126, -2: 76, -4: 12, 16: 61, 32: 66, -8: 1, 64: 54}"
151,6,-2,"{0: 522, -2: 153, 2: 211, 4: 135, -4: 22, 8: 123, 16: 103, 32: 47, 64: 43}"
211,7,2,"{0: 673, 2: 291, 4: 251, 8: 143, -2: 154, 16: 111, 32: 92, 64: 116, -4: 18, -8: 1, 128: 49}"
208,7,-4,"{0: 682, 2: 307, -2: 179, 4: 219, 8: 152, 16: 113, -4: 21, 32: 96, 64: 55, 128: 48}"
240,7,-4,"{4: 238, 0: 757, -2: 201, -4: 37, 2: 334, 8: 202, 16: 167, 32: 95, 64: 43, 128: 86}"
145,6,2,"{0: 399, -2: 99, 2: 220, 4: 188, 8: 111, 16: 98, -4: 4, 32: 110, 64: 76}"
99,6,2,"{0: 313, -2: 60, 4: 109, 2: 155, 8: 76, 16: 57, -4: 16, 32: 59, 64: 46}"
212,6,-2,"{0: 726, 2: 308, 4: 174, -2: 163, -4: 42, 8: 155, 16: 132, -8: 31, 32: 71, 64: 106}"
55,5,-4,"{2: 70, 0: 202, 4: 68, 8: 61, -2: 40, 16: 24, 32: 26, -4: 4}"
122,6,-2,"{0: 423, 2: 198, -2: 70, 4: 139, -4: 3, 8: 91, 16: 76, 32: 51, 64: 47}"
92,6,2,"{0: 282, 2: 166, 4: 127, -2: 35, -4: 8, 8: 86, 16: 71, 32: 27, 64: 26}"
86,6,-2,"{0: 264, 2: 153, 4: 96, 8: 63, -2: 29, 16: 72, 32: 68, 64: 29}"
257,7,2,"{4: 263, 0: 603, 2: 430, -2: 162, 8: 259, 16: 187, -4: 38, 32: 138, 64: 98, 128: 135}"
46,5,-4,"{0: 133, 2: 82, 4: 75, -2: 16, 8: 51, 16: 32, 32: 24, -4: 1}"
172,7,-4,"{2: 248, 0: 461, 4: 192, -2: 125, 8: 220, 16: 95, -4: 20, 32: 69, 64: 53, 128: 65}"
225,7,-4,"{0: 653, 4: 220, 2: 338, -2: 176, 8: 217, -4: 34, 16: 133, 32: 105, 64: 78, 128: 71}"
134,6,-4,"{0: 353, 2: 212, 4: 152, -2: 86, 8: 112, 16: 101, 32: 82, -4: 17, 64: 81, -8: 10}"
144,6,-2,"{0: 470, -2: 98, 4: 181, -4: 13, 2: 211, 8: 106, 16: 73, 32: 93, -8: 10, 64: 41}"
143,6,-2,"{0: 481, -2: 98, 2: 215, -4: 13, 4: 129, 8: 83, 16: 135, 32: 74, 64: 59}"
139,6,-2,"{-2: 123, 0: 425, 2: 169, 4: 174, 8: 106, 16: 110, -4: 16, 32: 79, 64: 49}"
70,5,2,"{2: 77, -2: 58, 0: 309, 4: 75, 8: 34, 16: 41, -4: 10, 32: 26}"
223,7,-4,"{0: 667, 2: 324, 4: 268, -2: 163, 8: 204, -4: 21, 16: 116, 32: 106, 64: 91, 128: 47}"
95,6,-2,"{0: 351, 2: 164, -2: 45, 4: 123, 8: 59, 16: 44, 32: 41, 64: 28}"
109,6,-4,"{4: 99, 2: 153, 0: 362, 8: 100, -2: 86, -4: 12, 16: 91, 32: 42, 64: 36}"
172,7,2,"{0: 519, -2: 101, -4: 33, 2: 277, 4: 181, 8: 133, 16: 108, 32: 83, 64: 59, 128: 54}"
60,5,-4,"{0: 188, 2: 111, 4: 65, -2: 31, 8: 74, 16: 37, -4: 2, 32: 32}"
101,6,-2,"{0: 344, 4: 120, 2: 158, 8: 73, -2: 44, 16: 51, 32: 64, 64: 53, -4: 2}"
113,6,-2,"{0: 343, 2: 148, 4: 151, 8: 98, 16: 95, -2: 73, 32: 61, -4: 5, 64: 43}"
120,6,-4,"{0: 450, 2: 188, 4: 127, -2: 85, -4: 6, 8: 79, 16: 41, 32: 44, 64: 60}"
