turns,max_tiles,min_tiles,piece_distributions
34,4,-1,"{0: 118, 1: 75, 2: 56, -1: 11, 3: 40, 4: 15}"
86,6,-2,"{0: 187, 1: 177, 2: 138, -1: 64, 3: 93, -2: 23, 4: 54, 5: 24, 6: 23}"
43,4,1,"{0: 135, -1: 40, 1: 98, -2: 16, 2: 70, 3: 27, 4: 10}"
68,5,-1,"{0: 179, -1: 95, 1: 89, 2: 109, 3: 68, 4: 31, -2: 14, 5: 33, -3: 3}"
72,5,-1,"{1: 144, 0: 191, -1: 72, 2: 130, -2: 4, 3: 68, 4: 35, 5: 13}"
25,4,-2,"{0: 70, -1: 33, 2: 55, 1: 42, -2: 4, 3: 27, 4: 3}"
112,6,-1,"{-1: 110, 0: 305, 1: 189, 2: 147, 3: 90, 4: 79, -2: 27, 5: 40, 6: 30}"
29,4,-2,"{0: 88, 1: 61, -1: 36, 2: 54, 3: 13, 4: 11, -2: 7}"
39,5,-2,"{0: 131, 1: 65, -1: 38, 2: 49, 3: 38, 4: 12, 5: 16, -2: 11}"
62,5,-1,"{0: 160, 2: 116, 1: 145, -1: 23, 3: 58, -2: 8, 4: 30, 5: 27}"
153,6,-2,"{0: 429, -1: 169, 1: 253, -2: 65, 2: 160, -3: 4, 3: 148, 4: 85, 5: 64, 6: 9}"
61,5,-1,"{0: 189, 1: 87, -1: 92, 2: 77, 3: 64, -2: 9, -3: 2, 4: 24, 5: 14}"
117,6,-1,"{0: 279, 1: 201, 2: 154, -1: 111, 3: 128, 4: 87, -2: 7, 5: 69, 6: 26}"
38,4,-1,"{0: 106, 2: 74, 1: 57, -1: 40, -2: 4, 3: 34, 4: 36}"
95,6,-1,"{0: 191, 1: 201, -1: 80, 2: 135, 3: 109, 4: 86, 5: 23, -2: 12, 6: 27}"
72,5,-1,"{0: 191, 1: 131, -1: 76, 2: 97, 3: 56, 4: 64, -2: 9, -3: 9, 5: 24}"
31,4,-1,"{1: 80, 0: 87, 2: 68, -1: 20, 3: 20, -2: 1, 4: 12}"
58,5,-2,"{0: 178, -1: 56, 1: 117, 2: 92, 3: 37, 4: 26, 5: 23, -2: 2}"
69,5,-1,"{0: 169, 1: 147, -1: 62, 2: 101, 3: 76, -2: 9, 4: 35, 5: 31}"
50,5,1,"{0: 147, 2: 50, 1: 92, -1: 39, 3: 83, 4: 34, -2: 5, 5: 9}"
62,5,-2,"{0: 129, 1: 116, 2: 86, -1: 82, 3: 88, -2: 8, 4: 36, 5: 22}"
45,4,-1,"{0: 154, 1: 72, -1: 30, 2: 68, 3: 57, 4: 32, -2: 1}"
25,4,-2,"{0: 97, -1: 23, 1: 38, 2: 34, 3: 18, 4: 15, -2: 9}"
79,5,-1,"{0: 269, -1: 63, 1: 133, 2: 90, 3: 73, -2: 7, 4: 53, 5: 32}"
41,5,-2,"{0: 110, 1: 106, 2: 77, -1: 23, 3: 29, 4: 20, 5: 11, -2: 2}"
56,5,-1,"{0: 161, 1: 129, -1: 21, 2: 67, 3: 72, 4: 29, -2: 12, 5: 22}"
63,5,-1,"{0: 142, 1: 109, 2: 109, 3: 80, -1: 55, -2: 22, 4: 41, -3: 1, 5: 17}"
52,4,1,"{0: 148, 1: 111, 2: 71, 3: 66, -1: 35, 4: 43, -2: 3}"
44,4,1,"{0: 132, -1: 27, 1: 113, -2: 6, -3: 11, 2: 82, 3: 28, 4: 6}"
79,6,-1,"{1: 173, 0: 179, 2: 123, 3: 84, -1: 65, 4: 36, -2: 8, 5: 38, 6: 14}"
75,5,-1,"{0: 200, -1: 63, 1: 160, 2: 103, -2: 3, 3: 72, 4: 51, 5: 32}"
29,4,-2,"{0: 109, 2: 44, 1: 52, -1: 26, 3: 17, -2: 6, 4: 16}"
59,5,-1,"{0: 159, 1: 102, 2: 97, -1: 67, 3: 58, -2: 13, 4: 17, 5: 27}"
22,3,-1,"{0: 83, 1: 35, -1: 33, 2: 40, 3: 16}"
27,4,-2,"{0: 95, 1: 62, -1: 13, 2: 48, 3: 12, 4: 17, -2: 5}"
60,5,-3,"{-1: 59, 0: 164, 1: 110, 2: 102, 3: 48, 4: 22, 5: 26, -2: 6, -3: 12}"
59,5,-1,"{0: 205, -1: 51, 1: 108, 2: 88, 3: 41, 4: 17, -2: 8, 5: 22}"
126,6,1,"{0: 316, -1: 137, 1: 220, 2: 133, 3: 118, 4: 38, -2: 48, 5: 73, 6: 60}"
73,5,-1,"{0: 289, -1: 59, 1: 148, 2: 94, -2: 4, 3: 33, 4: 26, 5: 13}"
85,5,-1,"{0: 263, 1: 128, 2: 108, -1: 102, 3: 68, -2: 40, 4: 52, 5: 13}"
48,5,-1,"{0: 99, 1: 104, 2: 93, 3: 54, 4: 26, -1: 31, 5: 30, -2: 4}"
36,4,-2,"{0: 117, 2: 38, 1: 54, -1: 46, 3: 27, -2: 26, 4: 25}"
29,4,-1,"{0: 106, 1: 62, -1: 13, 2: 48, 3: 34, 4: 7}"
51,5,-1,"{1: 92, 0: 187, -1: 41, -2: 12, 2: 81, 3: 27, 4: 16, 5: 12}"
44,4,-2,"{0: 149, 1: 74, 2: 69, -1: 31, 3: 47, 4: 28, -2: 7}"
41,4,-1,"{0: 98, 1: 88, -1: 38, 2: 65, 3: 46, 4: 38, -2: 5}"
34,4,-2,"{0: 122, -1: 24, 1: 67, 2: 57, 3: 24, 4: 18, -2: 3}"
96,6,-2,"{0: 290, -1: 84, -2: 15, 1: 180, 2: 120, 3: 74, 4: 50, 5: 42, 6: 18}"
35,4,1,"{0: 105, 1: 87, -1: 13, 2: 76, 3: 29, 4: 14}"
72,5,-1,"{0: 183, -1: 67, 1: 133, -2: 13, 2: 103, 3: 71, 4: 46, -3: 14, 5: 27}"
60,5,-1,"{0: 151, 1: 107, -1: 61, 2: 99, 3: 53, 4: 41, -2: 9, 5: 28}"
23,4,-1,"{0: 80, 1: 53, 2: 48, -1: 9, 3: 12, 4: 14}"
124,6,-2,"{0: 318, -1: 120, 1: 174, 2: 205, 3: 107, 4: 119, -2: 12, 5: 53, 6: 17}"
51,5,-1,"{1: 89, 0: 167, -1: 29, 2: 78, 3: 52, 4: 39, -2: 1, 5: 13}"
52,5,-2,"{0: 114, 1: 127, 2: 99, -1: 39, 3: 48, 4: 30, 5: 16, -2: 4}"
129,6,-1,"{1: 233, 0: 328, -1: 146, 2: 166, -2: 43, 3: 114, 4: 60, 5: 66, 6: 14}"
53,5,-2,"{0: 140, -1: 46, 1: 121, 2: 88, 3: 49, 4: 22, 5: 14, -2: 6}"
45,5,1,"{0: 173, -1: 40, 1: 86, 2: 50, 3: 43, -2: 1, 4: 7, 5: 14}"
48,4,-1,"{0: 144, 1: 76, 2: 79, 3: 53, -1: 59, -2: 9, -3: 4, 4: 17}"
66,5,-1,"{0: 166, 1: 153, -1: 59, 2: 113, 3: 43, 4: 31, -2: 12, 5: 26}"
21,4,-1,"{0: 77, -1: 31, 2: 44, 1: 28, 3: 15, 4: 3}"
23,4,-2,"{0: 69, 1: 58, 2: 39, -1: 14, 3: 25, -2: 6, 4: 5}"
94,6,-2,"{-1: 93, 0: 260, 2: 130, 1: 164, 3: 109, -2: 16, 4: 34, 5: 27, 6: 22}"
73,5,-1,"{1: 142, 0: 244, -1: 52, -2: 25, 2: 98, 3: 50, 4: 23, 5: 28, -3: 4}"
18,3,-2,"{0: 79, -1: 16, 1: 35, 2: 25, 3: 11, -2: 5}"
85,6,-1,"{0: 191, 1: 154, 2: 119, -1: 83, 3: 104, 4: 46, 5: 32, -2: 6, 6: 33, -3: 6}"
54,5,-1,"{0: 161, -1: 59, 1: 101, -2: 10, 2: 88, 3: 40, 4: 33, 5: 3}"
46,4,1,"{0: 137, 1: 106, 2: 74, -1: 23, 3: 41, -2: 13, 4: 29}"
34,4,-1,"{0: 144, -1: 16, 2: 56, 1: 65, 3: 22, 4: 12}"
50,4,1,"{0: 125, -1: 26, 1: 116, 2: 97, -2: 10, 3: 45, 4: 40}"
26,4,-1,"{0: 89, 1: 63, 2: 37, -1: 17, 3: 29, 4: 8}"
122,6,-3,"{0: 345, -1: 140, 2: 158, 1: 194, 3: 106, -2: 35, 4: 44, 5: 29, 6: 38, -3: 18}"
39,4,1,"{0: 130, 1: 93, 2: 62, -1: 30, 3: 38, 4: 7}"
43,5,-1,"{1: 107, 0: 119, 2: 69, -1: 14, 3: 46, 4: 26, 5: 15}"
58,5,-1,"{0: 159, -1: 66, 1: 102, 2: 63, 3: 62, 4: 52, -2: 17, 5: 10}"
47,4,-1,"{1: 90, 0: 172, -1: 48, 2: 60, 3: 47, -2: 1, 4: 14}"
102,5,-1,"{-1: 107, 0: 184, -2: 58, 1: 217, 2: 144, 3: 123, 4: 42, 5: 52}"
97,5,1,"{0: 271, 1: 167, 2: 145, -1: 90, 3: 70, -2: 30, 4: 64, 5: 45}"
55,5,1,"{0: 158, 1: 107, 2: 99, 3: 41, -1: 36, 4: 43, 5: 20}"
61,5,-2,"{0: 214, 1: 102, 2: 63, 3: 61, -1: 51, -2: 40, 4: 8, 5: 19}"
45,5,-2,"{0: 161, -1: 30, 1: 98, -2: 16, 2: 72, 3: 18, 4: 10, 5: 9}"
26,4,-1,"{0: 103, 1: 50, 2: 41, -1: 11, 3: 21, 4: 17}"
44,4,-1,"{0: 137, -1: 51, 2: 79, 1: 63, 3: 40, -2: 9, 4: 26}"
97,5,-2,"{1: 151, 0: 360, -1: 124, 2: 101, -2: 49, -3: 11, 3: 38, 4: 35, 5: 13}"
140,6,1,"{0: 352, 1: 283, -1: 128, 2: 183, 3: 115, -2: 19, 4: 63, 5: 77, 6: 49}"
78,6,-1,"{0: 219, 2: 112, 1: 143, 3: 60, -1: 73, 4: 41, -2: 10, 5: 39, 6: 14}"
97,5,1,"{0: 300, -1: 105, 1: 161, 2: 123, 3: 74, -2: 31, -3: 12, 4: 41, 5: 35}"
61,5,-1,"{0: 170, -1: 52, 1: 98, 2: 105, 3: 71, 4: 42, -2: 2, 5: 18}"
122,6,-1,"{1: 185, 0: 335, 2: 156, -1: 144, -2: 29, 3: 124, 4: 61, -3: 21, 5: 37, 6: 15}"
56,5,-1,"{0: 166, 1: 100, 2: 81, -1: 46, 3: 60, -2: 2, 4: 44, 5: 14}"
59,5,1,"{0: 138, 2: 113, 1: 126, -1: 37, 3: 70, 4: 44, 5: 12}"
40,4,1,"{0: 135, 2: 60, 1: 77, -1: 35, 3: 16, 4: 45, -2: 1}"
60,5,-1,"{0: 188, -1: 49, 1: 97, 2: 94, 3: 72, 4: 13, 5: 35, -2: 1}"
64,5,-2,"{1: 95, 0: 248, -1: 66, 2: 58, 3: 27, 4: 53, -2: 21, 5: 17}"
68,5,-1,"{0: 208, -1: 82, 1: 102, -2: 11, 2: 123, 3: 45, 4: 38, 5: 12}"
32,4,-1,"{0: 123, 1: 58, -1: 22, 2: 47, 3: 30, 4: 17}"
49,5,1,"{0: 132, 1: 123, -1: 31, 2: 73, 3: 64, 4: 18, 5: 9}"
118,6,-1,"{0: 271, -1: 115, 1: 197, 2: 174, -2: 49, 3: 105, 4: 60, 5: 91, 6: 9}"
100,5,-1,"{0: 349, -1: 106, 1: 164, 2: 113, 3: 61, 4: 32, 5: 60, -2: 23, -3: 1}"
68,5,-1,"{0: 200, 1: 111, -1: 93, 2: 103, 3: 58, 4: 45, -2: 10, 5: 1}"
68,5,-1,"{0: 173, -1: 54, 1: 124, 2: 109, 3: 57, 4: 57, -2: 11, 5: 36}"
64,5,-1,"{0: 202, -1: 48, 1: 116, -2: 52, 2: 68, 3: 43, 4: 34, 5: 22}"
48,5,-2,"{0: 130, -1: 41, 2: 53, 1: 97, 3: 53, 4: 33, -2: 20, 5: 14}"
38,4,-2,"{0: 162, 1: 56, -1: 53, 2: 30, 3: 17, -2: 14, 4: 19}"
94,5,-2,"{0: 241, 1: 151, -1: 134, 2: 109, 3: 75, 4: 57, -2: 49, 5: 39}"
96,6,-1,"{1: 202, 0: 215, 2: 132, -1: 80, 3: 67, 4: 67, -2: 42, 5: 41, 6: 27}"
35,4,-2,"{0: 144, 1: 60, -1: 42, 2: 33, 3: 31, -2: 7, 4: 7}"
46,5,-2,"{0: 108, -1: 47, 2: 90, 1: 87, 3: 48, 4: 24, -2: 9, 5: 10}"
84,6,-1,"{0: 219, 1: 155, 2: 123, -1: 70, 3: 110, 4: 35, -2: 2, 5: 35, 6: 16}"
31,4,-2,"{-1: 15, 0: 98, 1: 74, 2: 50, 3: 41, -2: 4, 4: 6}"
52,4,-3,"{0: 147, 1: 86, -1: 70, 2: 80, -2: 18, 3: 32, 4: 22, -3: 22}"
88,5,-2,"{0: 245, -1: 100, 1: 146, -2: 36, 2: 118, 3: 68, 4: 61, 5: 27}"
80,5,-2,"{0: 249, -1: 89, 1: 129, 2: 82, 3: 94, 4: 47, -2: 23, 5: 16}"
93,6,-4,"{1: 136, 0: 250, 2: 114, -1: 113, 3: 70, -2: 47, 4: 57, 5: 28, 6: 16, -3: 9, -4: 6}"
50,4,1,"{-1: 46, 0: 207, 1: 109, -2: 6, 2: 51, 3: 23, 4: 17}"
31,4,-2,"{0: 88, 1: 56, 2: 41, -1: 26, 3: 38, -2: 22, 4: 17}"
75,6,-1,"{0: 189, 1: 147, 2: 134, -1: 53, 3: 69, 4: 47, -2: 1, 5: 13, 6: 31}"
40,4,-3,"{0: 136, 1: 72, -1: 40, 2: 36, 3: 25, 4: 25, -2: 24, -3: 11}"
33,4,-1,"{0: 79, 1: 67, 2: 61, -1: 36, -2: 19, 3: 31, 4: 13}"
70,5,1,"{1: 132, 0: 188, -1: 58, 2: 93, 3: 71, 4: 51, -2: 6, 5: 40}"
51,5,1,"{-1: 21, 1: 109, 0: 157, 2: 69, 3: 62, 4: 16, -2: 11, 5: 23}"
58,5,1,"{1: 88, 0: 173, 2: 93, 3: 62, 4: 40, -1: 42, -2: 14, 5: 19}"
78,5,-1,"{0: 161, 1: 166, 2: 103, -1: 95, 3: 89, 4: 51, -2: 23, 5: 23}"
99,5,-2,"{0: 317, -1: 88, 1: 165, -2: 22, 2: 139, 3: 72, 4: 54, 5: 43}"
50,5,-1,"{0: 127, 1: 100, 2: 73, 3: 59, 4: 24, -1: 37, -2: 8, 5: 31}"
41,5,-1,"{0: 96, -1: 19, 1: 92, 2: 71, 3: 64, -2: 11, 4: 19, 5: 6}"
85,5,-1,"{1: 137, 0: 248, 2: 104, -1: 103, 3: 93, -2: 14, 4: 37, 5: 38}"
85,6,-2,"{0: 193, 2: 122, 1: 131, -1: 81, 3: 95, 4: 77, -2: 31, 5: 29, 6: 15}"
65,5,-2,"{0: 161, 1: 130, -1: 61, 2: 89, 3: 55, 4: 51, -2: 31, -3: 1, 5: 15}"
43,5,-1,"{0: 109, 1: 108, 2: 77, -1: 27, 3: 39, 4: 17, -2: 1, 5: 18}"
109,5,1,"{0: 362, 1: 200, -1: 113, 2: 109, 3: 80, -2: 22, -3: 10, 4: 76, 5: 18}"
109,6,-1,"{0: 265, -1: 83, 2: 157, 1: 229, 3: 87, -2: 19, 4: 61, 5: 41, 6: 48}"
42,5,1,"{0: 122, 1: 101, 2: 78, -1: 21, 3: 37, 4: 19, 5: 9}"
131,6,-2,"{-1: 125, 0: 320, 2: 166, -2: 74, 1: 243, -3: 23, 3: 115, 4: 78, 5: 13, 6: 31}"
91,5,-2,"{1: 121, 0: 314, 2: 82, -1: 126, 3: 67, -2: 40, 4: 40, 5: 38}"
48,4,-1,"{0: 179, -1: 50, 1: 79, 2: 73, -2: 6, 3: 30, 4: 24}"
65,5,-2,"{-1: 52, 0: 168, 2: 95, 1: 130, 3: 60, 4: 54, 5: 33, -2: 2}"
33,4,-1,"{1: 66, 0: 99, 2: 53, 3: 23, -1: 28, 4: 26, -2: 11}"
69,4,1,"{0: 194, -1: 79, 1: 110, 2: 117, 3: 85, -2: 13, -3: 1, 4: 31}"
19,3,-1,"{0: 77, 1: 37, 2: 28, -1: 14, 3: 21, -2: 3}"
64,5,-3,"{0: 228, 1: 118, -1: 65, 2: 73, -2: 10, 3: 47, 4: 26, 5: 17, -3: 1}"
28,4,-1,"{0: 72, 1: 61, 2: 64, 3: 35, 4: 14, -1: 14, -2: 1}"
46,4,-1,"{0: 149, -1: 40, 1: 102, 2: 60, 3: 38, -2: 5, 4: 29}"
35,4,1,"{0: 134, 1: 72, -1: 33, 2: 59, -2: 1, 3: 15, 4: 10}"
74,5,-2,"{0: 244, 1: 153, -1: 73, -2: 25, 2: 75, 3: 57, 4: 28, 5: 20}"
58,5,-1,"{0: 147, -1: 60, 2: 95, 1: 107, 3: 53, -2: 11, 4: 22, 5: 36}"
58,5,1,"{0: 152, 1: 116, 2: 99, -1: 39, 3: 69, -2: 13, 4: 23, 5: 20}"
44,4,-1,"{0: 127, 2: 83, 1: 89, -1: 41, -2: 7, 3: 41, 4: 17}"
40,5,1,"{0: 142, 1: 66, 2: 68, -1: 25, 3: 40, -2: 2, 4: 13, 5: 13}"
46,4,-2,"{1: 110, 0: 105, 2: 76, 3: 41, -1: 28, -2: 14, 4: 49}"
77,5,-1,"{0: 224, -1: 74, 1: 133, -2: 32, 2: 95, 3: 79, 4: 35, 5: 30}"
58,5,-3,"{0: 140, 2: 87, 1: 92, -1: 75, 3: 41, -2: 28, 4: 37, 5: 21, -3: 10}"
52,4,-2,"{-1: 33, 0: 128, -2: 33, 1: 122, 2: 70, 3: 65, 4: 26}"
71,6,-1,"{0: 146, 1: 166, 2: 110, 3: 96, -1: 32, 4: 58, -2: 11, 5: 12, 6: 17}"
72,5,-1,"{0: 165, 1: 140, -1: 60, 2: 113, 3: 103, 4: 49, 5: 27}"
59,5,-1,"{0: 178, 1: 116, -1: 53, 2: 78, 3: 43, 4: 33, -2: 13, 5: 26}"
63,5,1,"{0: 169, 1: 138, -1: 48, 2: 99, 3: 60, 4: 22, 5: 35, -2: 5}"
37,4,-1,"{0: 113, 1: 64, -1: 49, 2: 70, -2: 1, 3: 17, 4: 28}"
53,4,-1,"{0: 215, 2: 47, 1: 94, -1: 40, 3: 36, 4: 40, -2: 14}"
73,5,1,"{0: 248, -1: 67, 1: 107, -2: 7, 2: 140, 3: 47, 4: 35, 5: 15}"
51,5,1,"{0: 178, -1: 27, 2: 64, 1: 99, -2: 6, 3: 46, 4: 29, 5: 18, -3: 1}"
61,5,-2,"{0: 235, -1: 61, 1: 105, -2: 19, 2: 58, 3: 49, 4: 22, 5: 9}"
60,5,-1,"{0: 234, 1: 123, -1: 47, -2: 14, 2: 64, 3: 29, 4: 30, 5: 8}"
58,4,1,"{0: 186, 1: 103, -1: 65, 2: 75, 3: 50, 4: 44, -2: 7, -3: 1}"
71,5,1,"{0: 190, 2: 108, -1: 40, 1: 152, 3: 76, -2: 1, 4: 22, 5: 59}"
88,5,-1,"{0: 240, 1: 139, 2: 136, -1: 99, -2: 23, 3: 80, 4: 45, 5: 38, -3: 1}"
60,5,-1,"{0: 213, 2: 94, -1: 58, 1: 97, 3: 44, -2: 3, 4: 23, 5: 17}"
23,3,-1,"{0: 95, -1: 12, 1: 45, 2: 40, 3: 24}"
29,4,-1,"{0: 120, -1: 34, 1: 42, 2: 50, 3: 12, 4: 12}"
132,6,-1,"{0: 323, 1: 210, -1: 151, 2: 165, 3: 149, -2: 57, -3: 8, 4: 69, 5: 23, 6: 42}"
46,4,-1,"{0: 178, 1: 76, 2: 30, -1: 64, 3: 30, -2: 15, 4: 30}"
76,5,-2,"{0: 161, 1: 154, 2: 119, 3: 85, 4: 59, -1: 56, -2: 17, 5: 42}"
38,4,-1,"{1: 71, 0: 97, -1: 39, 2: 75, 3: 19, -2: 10, -3: 18, 4: 22}"
44,5,1,"{0: 162, -1: 17, 1: 89, 2: 60, 3: 33, 4: 22, 5: 22}"
106,5,-2,"{0: 380, 1: 159, -1: 119, 2: 89, 3: 107, -2: 43, -3: 1, 4: 43, 5: 22}"
51,5,-1,"{0: 159, -1: 28, 1: 111, 2: 81, 3: 48, 4: 16, 5: 25}"
39,3,-3,"{0: 117, -1: 55, 1: 68, -2: 30, 2: 50, 3: 37, -3: 3}"
83,5,1,"{0: 229, 1: 170, -1: 64, 2: 131, -2: 2, 3: 79, 4: 41, 5: 40}"
46,4,1,"{0: 159, -1: 30, 2: 80, 1: 98, -2: 2, 3: 40, 4: 14}"
48,5,-2,"{0: 141, -1: 24, 1: 130, 2: 49, 3: 51, 4: 40, 5: 4, -2: 2}"
51,4,-1,"{0: 171, -1: 44, 1: 118, -2: 4, 2: 68, 3: 26, 4: 37}"
24,4,1,"{0: 84, 1: 58, 2: 42, -1: 7, 3: 28, 4: 6}"
29,4,-2,"{-1: 12, 0: 105, 1: 65, -2: 13, 2: 49, 3: 14, 4: 12}"
58,5,-2,"{0: 176, 1: 92, -1: 67, 2: 73, 3: 53, 4: 20, -2: 18, 5: 32}"
27,4,1,"{0: 90, 1: 61, 2: 63, 3: 21, -1: 3, 4: 14}"
67,5,-1,"{1: 141, 0: 158, 2: 111, -1: 70, 3: 30, 4: 67, -2: 8, 5: 24, -3: 3}"
80,5,-2,"{0: 231, 1: 149, 2: 92, -1: 77, -2: 49, 3: 52, 4: 57, 5: 22}"
30,4,-1,"{0: 82, 1: 77, 2: 65, -1: 26, 3: 10, 4: 16, -2: 3}"
73,5,1,"{0: 191, 1: 165, -1: 43, 2: 101, 3: 66, -2: 13, 4: 58, 5: 29}"
123,6,-3,"{0: 304, -1: 115, 2: 174, 1: 214, 3: 127, 4: 61, -2: 33, 5: 38, 6: 41, -3: 9}"
35,4,-1,"{0: 106, 1: 79, 2: 61, 3: 33, -1: 15, 4: 30}"
125,6,-1,"{1: 224, 0: 254, -1: 141, 2: 227, -2: 30, -3: 35, 3: 76, 4: 88, 5: 19, 6: 40}"
98,6,-1,"{0: 304, -1: 85, 1: 161, -2: 12, 2: 166, 3: 75, 4: 32, 5: 32, 6: 24}"
39,4,-2,"{0: 123, 1: 86, 2: 28, -1: 34, 3: 40, -2: 24, 4: 25}"
57,4,1,"{0: 176, -1: 48, 1: 123, 2: 53, 3: 81, 4: 37, -2: 4}"
118,5,-2,"{0: 314, -1: 142, 2: 178, -2: 11, 1: 186, 3: 115, 4: 65, 5: 60}"
69,5,1,"{0: 136, 1: 149, 2: 120, 3: 54, -1: 64, 4: 64, -2: 11, 5: 32}"
33,4,-1,"{0: 101, 1: 59, 2: 49, -1: 32, 3: 48, 4: 16, -2: 1}"
50,4,-2,"{0: 190, 1: 94, -1: 36, 2: 51, -2: 19, 3: 46, 4: 23}"
95,5,1,"{0: 225, 1: 185, 2: 139, -1: 63, 3: 137, -2: 14, 4: 51, 5: 50}"
46,4,1,"{0: 212, -1: 28, 1: 87, -2: 7, 2: 48, 3: 23, 4: 18}"
23,4,-1,"{0: 109, 1: 43, -1: 15, 2: 31, 3: 10, 4: 8}"
61,5,-1,"{0: 167, 1: 131, 2: 94, -1: 32, 3: 68, 4: 44, -2: 3, 5: 19}"
86,5,-2,"{0: 250, 1: 124, -1: 120, 2: 118, 3: 66, 4: 57, 5: 39, -2: 9}"
49,4,-1,"{0: 156, -1: 39, 1: 96, 2: 81, -2: 1, 3: 45, 4: 32}"
113,5,1,"{-1: 106, 0: 306, 1: 207, 2: 153, 3: 104, -2: 37, 4: 72, 5: 41}"
97,6,-1,"{0: 236, 1: 202, -1: 90, 2: 129, 3: 78, -2: 23, 4: 59, 5: 43, 6: 22}"
82,5,1,"{0: 248, 1: 154, 2: 101, -1: 64, 3: 59, -2: 26, 4: 47, 5: 43, -3: 5}"
51,5,-2,"{0: 132, 1: 119, -1: 35, 2: 45, 3: 67, -2: 34, 4: 24, 5: 12}"
82,6,-3,"{1: 143, 0: 189, 2: 116, 3: 80, -1: 82, -2: 24, 4: 43, 5: 26, -3: 23, 6: 21}"
39,4,-1,"{0: 150, 1: 72, -1: 16, 2: 69, 3: 38, 4: 15}"
26,4,-2,"{0: 88, -1: 42, 2: 38, 1: 40, -2: 5, 3: 26, 4: 4}"
75,5,1,"{0: 224, 1: 156, -1: 70, 2: 92, -2: 11, 3: 61, 4: 31, 5: 39}"
86,5,-3,"{0: 253, 1: 148, -1: 89, 2: 120, 3: 78, -2: 18, 4: 69, 5: 7, -3: 1}"
66,5,1,"{1: 126, 0: 229, -1: 52, 2: 86, 3: 37, -2: 21, 4: 35, 5: 17}"
34,4,-2,"{0: 108, -1: 25, -2: 13, 2: 56, 1: 77, 3: 23, 4: 13}"
110,6,-2,"{0: 254, 1: 246, -1: 91, 2: 134, 3: 117, 4: 69, 5: 45, 6: 39, -2: 4}"
31,4,-1,"{0: 121, 1: 62, 2: 44, 3: 22, -1: 19, 4: 20}"
36,5,-2,"{0: 118, 2: 43, 1: 63, -1: 38, 3: 41, -2: 8, 4: 17, 5: 5}"
52,4,-2,"{0: 167, -1: 92, 1: 71, 2: 45, 3: 35, -2: 24, 4: 31, -3: 12}"
96,6,-1,"{0: 277, 1: 193, -1: 101, 2: 93, -2: 22, 3: 91, 4: 46, 5: 25, 6: 25}"
39,4,-1,"{0: 116, 1: 59, 2: 62, -1: 49, 3: 45, -2: 11, 4: 18}"
80,5,-3,"{0: 210, 1: 142, 2: 91, -1: 83, 3: 81, -2: 45, 4: 35, 5: 32, -3: 10}"
38,4,-2,"{0: 143, 1: 73, -1: 38, 2: 56, 3: 20, 4: 17, -2: 4}"
71,5,-1,"{0: 219, 1: 101, -1: 69, 2: 125, -2: 5, 3: 60, 4: 45, 5: 24}"
48,4,-2,"{0: 195, 1: 86, -1: 44, 2: 33, 3: 30, -2: 20, 4: 33}"
69,5,-1,"{0: 144, 1: 139, 2: 115, -1: 72, 3: 86, -2: 8, 4: 45, 5: 21}"
73,5,1,"{2: 115, 0: 219, -1: 56, 1: 128, 3: 51, 4: 44, -2: 15, 5: 38}"
46,5,-2,"{0: 168, -1: 38, 1: 88, 2: 59, -2: 7, 3: 31, 4: 28, 5: 4}"
46,4,-2,"{0: 151, 1: 67, 2: 56, 3: 45, -1: 69, 4: 22, -2: 13}"
25,4,-2,"{0: 79, 1: 62, -1: 32, 2: 41, -2: 3, 3: 16, 4: 1}"
57,5,-2,"{1: 109, 0: 182, -1: 65, -2: 33, 2: 62, 3: 39, 4: 17, 5: 15}"
12,3,-1,"{0: 44, 1: 30, 2: 24, 3: 12, -1: 7}"
102,6,-1,"{0: 188, 1: 191, 2: 173, -1: 94, 3: 131, -2: 27, 4: 49, 5: 47, -3: 10, 6: 17}"
40,4,-2,"{0: 113, 1: 66, 2: 44, -1: 48, 3: 56, 4: 28, -2: 13, -3: 1}"
111,5,-1,"{0: 269, 1: 198, -1: 105, 2: 171, -2: 37, 3: 101, 4: 65, 5: 58, -3: 4}"
91,5,-1,"{0: 269, 1: 178, -1: 109, 2: 101, -2: 28, 3: 64, 4: 33, 5: 46}"
18,3,-2,"{0: 73, -1: 20, 1: 36, 2: 30, 3: 9, -2: 3}"
28,4,-3,"{0: 90, 1: 50, 2: 50, -1: 21, 3: 33, -2: 9, 4: 7, -3: 1}"
55,4,-2,"{0: 141, 1: 107, -1: 62, 2: 102, 3: 51, -2: 10, 4: 31}"
33,4,-1,"{0: 133, 1: 77, -1: 19, 2: 36, 3: 20, 4: 21}"
50,4,-1,"{0: 201, 1: 105, 2: 57, -1: 35, -2: 11, 3: 39, 4: 11}"
63,5,1,"{0: 184, 1: 107, -1: 50, 2: 115, 3: 69, -2: 13, 4: 18, 5: 20}"
48,5,-1,"{1: 90, -1: 37, 0: 130, 2: 92, 3: 52, -2: 1, 4: 35, 5: 4}"
53,5,-1,"{0: 158, 1: 101, 2: 84, 3: 50, -1: 33, 4: 30, 5: 30}"
35,3,-2,"{0: 161, -1: 32, 2: 43, 1: 58, -2: 11, 3: 19}"
