turns,max_tiles,min_tiles,piece_distributions
70,5,-4,"{2: 2, 16: 2, -4: 1, 8: 1, 32: 1, -2: 1, 4: 1}"
81,5,2,"{4: 3, 2: 3, 32: 1, 16: 1, 8: 1}"
41,4,2,"{4: 3, 2: 3, 8: 2, 16: 1}"
41,4,-2,"{-2: 2, 8: 3, 2: 2, 16: 1, 4: 1}"
17,3,-4,"{-2: 4, 4: 2, -4: 1, 8: 1, 2: 1}"
36,4,-2,"{2: 2, 16: 1, -2: 1, 4: 3, 8: 2}"
75,5,-4,"{2: 2, 8: 3, -2: 1, 4: 1, 32: 1, -4: 1}"
63,5,-2,"{2: 2, 4: 2, -2: 2, 8: 1, 32: 1, 16: 1}"
61,5,-2,"{2: 2, 8: 1, -2: 2, 16: 1, 32: 1, 4: 2}"
53,5,-2,"{2: 2, 8: 3, -2: 2, 32: 1, 4: 1}"
56,5,-2,"{-2: 3, 4: 3, 2: 1, 32: 1, 16: 1}"
44,5,-2,"{-2: 1, 32: 1, 2: 3, 4: 1, 16: 1, 8: 2}"
61,5,-2,"{-2: 1, 4: 2, 8: 2, 32: 1, 2: 2, 16: 1}"
28,4,-2,"{2: 3, 8: 3, -2: 2, 16: 1}"
69,5,-2,"{2: 3, 32: 1, 16: 1, 8: 1, -2: 2, 4: 1}"
75,5,-8,"{2: 3, -8: 1, 8: 2, 32: 1, 4: 1, -2: 1}"
74,5,-4,"{-2: 3, -4: 1, 2: 2, 8: 2, 32: 1}"
63,4,-2,"{4: 3, 8: 2, 2: 2, 16: 1, -2: 1}"
75,5,-2,"{4: 2, 8: 3, 2: 2, 32: 1, -2: 1}"
88,5,-2,"{2: 2, 4: 2, 8: 2, 16: 1, 32: 1, -2: 1}"
47,5,-2,"{-2: 1, 16: 1, 2: 2, 4: 2, 32: 1, 8: 2}"
165,6,2,"{2: 5, 64: 1, 8: 1, 16: 1, 32: 1}"
74,6,-2,"{2: 2, 8: 3, -2: 2, 16: 1, 64: 1}"
71,5,-4,"{8: 2, -2: 2, 2: 1, 32: 1, 4: 1, -4: 1, 16: 1}"
51,4,-2,"{2: 2, 8: 1, 4: 3, 16: 2, -2: 1}"
42,5,-4,"{-2: 1, 8: 1, 2: 3, 4: 1, 16: 1, 32: 1, -4: 1}"
117,6,-2,"{4: 3, 16: 2, -2: 1, 64: 1, 2: 2}"
51,5,2,"{2: 4, 8: 2, 4: 2, 32: 1}"
77,5,-4,"{-4: 2, -2: 1, 4: 2, 16: 1, 2: 1, 8: 1, 32: 1}"
56,6,-2,"{2: 4, 4: 2, 8: 1, 64: 1, -2: 1}"
46,5,-4,"{4: 1, 8: 3, 2: 2, 32: 1, -4: 1, -2: 1}"
67,5,2,"{8: 2, 2: 2, 4: 3, 16: 1, 32: 1}"
92,5,-2,"{-2: 1, 8: 1, 2: 3, 16: 2, 32: 1, 4: 1}"
66,6,-2,"{2: 3, 64: 1, -2: 2, 8: 1, 4: 2}"
140,6,2,"{2: 4, 32: 1, 4: 2, 16: 1, 64: 1}"
54,5,-2,"{4: 3, 8: 2, 2: 1, -2: 1, 32: 1, 16: 1}"
75,5,-2,"{2: 3, 8: 3, 32: 1, 16: 1, -2: 1}"
51,5,-4,"{2: 2, -4: 1, -2: 1, 4: 2, 16: 1, 8: 1, 32: 1}"
32,4,-2,"{4: 2, -2: 3, 8: 3, 16: 1}"
56,5,-2,"{8: 1, 4: 3, -2: 2, 32: 1, 16: 1, 2: 1}"
46,4,2,"{2: 4, 4: 3, 8: 1, 16: 1}"
31,4,-2,"{4: 3, 2: 2, -2: 1, 8: 1, 16: 2}"
43,5,-2,"{-2: 2, 4: 2, 2: 3, 16: 1, 32: 1}"
55,4,-4,"{4: 3, 2: 2, 8: 1, 16: 2, -4: 1}"
40,5,-2,"{4: 2, 32: 1, 2: 2, 8: 2, -2: 1, 16: 1}"
48,5,-2,"{2: 3, 4: 3, -2: 1, 32: 1, 8: 1}"
75,5,-2,"{2: 2, 4: 2, 16: 1, -2: 2, 8: 1, 32: 1}"
40,4,-2,"{4: 2, 8: 3, -2: 3, 16: 1}"
117,6,2,"{8: 2, 2: 3, 4: 2, 16: 1, 64: 1}"
25,4,-4,"{2: 2, 4: 3, 16: 1, -4: 1, -2: 1, 8: 1}"
75,5,-2,"{8: 3, 4: 2, -2: 1, 2: 2, 32: 1}"
18,3,-4,"{2: 2, 4: 3, 8: 1, -4: 1, -2: 2}"
46,4,-2,"{2: 2, 8: 3, -2: 2, 16: 1, 4: 1}"
40,4,-4,"{4: 2, 16: 1, -2: 2, -4: 1, 8: 2, 2: 1}"
35,4,2,"{2: 4, 4: 2, 8: 2, 16: 1}"
71,5,-2,"{-2: 2, 4: 1, 2: 2, 8: 2, 32: 1, 16: 1}"
32,4,-4,"{2: 3, -4: 1, -2: 1, 4: 3, 16: 1}"
51,4,2,"{2: 3, 4: 3, 16: 2, 8: 1}"
48,5,-2,"{2: 2, 8: 3, 32: 1, 4: 1, 16: 1, -2: 1}"
32,4,-2,"{16: 2, 4: 3, 2: 2, 8: 1, -2: 1}"
55,5,-4,"{2: 3, -4: 1, 16: 1, 32: 1, 8: 1, 4: 2}"
47,5,-4,"{2: 3, 4: 1, 16: 1, 8: 2, 32: 1, -4: 1}"
66,5,-2,"{-2: 4, 4: 2, 16: 1, 2: 1, 32: 1}"
56,4,-4,"{2: 2, 8: 3, -2: 2, 16: 1, -4: 1}"
119,6,-2,"{8: 1, 64: 1, -2: 3, 32: 1, 2: 1, 4: 2}"
43,4,-4,"{2: 3, -4: 2, 16: 1, 4: 1, -2: 1, 8: 1}"
24,4,-4,"{-2: 1, 4: 2, 2: 3, 16: 1, -4: 1, 8: 1}"
78,6,-4,"{-2: 1, -4: 1, 2: 3, 8: 2, 64: 1, 4: 1}"
43,4,-2,"{-2: 2, 8: 3, 16: 1, 4: 1, 2: 2}"
32,4,-2,"{2: 1, 16: 1, 8: 3, 4: 3, -2: 1}"
114,5,-4,"{-2: 1, 8: 1, 2: 3, 16: 2, 32: 1, -4: 1}"
28,4,-2,"{16: 2, 4: 3, -2: 2, 8: 1, 2: 1}"
52,4,-2,"{2: 2, 4: 1, 8: 3, 16: 1, -2: 2}"
50,5,-4,"{2: 4, 16: 1, -4: 1, 4: 2, 32: 1}"
103,5,2,"{2: 2, 16: 1, 4: 3, 32: 1, 8: 2}"
48,5,-2,"{8: 2, 4: 2, -2: 2, 16: 1, 2: 1, 32: 1}"
65,5,-4,"{2: 1, 8: 2, -2: 2, 32: 1, 4: 1, -4: 1, 16: 1}"
24,4,-4,"{8: 2, -2: 1, -4: 1, 4: 2, 2: 2, 16: 1}"
98,6,-4,"{4: 1, 8: 2, 2: 3, 64: 1, 16: 1, -4: 1}"
62,5,-2,"{2: 2, 4: 2, -2: 2, 16: 1, 32: 1, 8: 1}"
51,5,-2,"{8: 2, 4: 3, 2: 2, 32: 1, -2: 1}"
100,6,-2,"{4: 2, 16: 2, -2: 2, 8: 1, 64: 1, 2: 1}"
86,6,-2,"{2: 3, 64: 1, 8: 2, 4: 1, -2: 1, 16: 1}"
22,4,-4,"{-2: 2, -4: 1, 8: 2, 2: 3, 16: 1}"
71,4,-4,"{8: 3, -4: 1, -2: 2, 16: 1, 4: 2}"
59,4,-2,"{-2: 2, 4: 3, 16: 1, 8: 2, 2: 1}"
50,4,-2,"{4: 4, 2: 1, 8: 2, 16: 1, -2: 1}"
38,5,-2,"{-2: 3, 4: 2, 8: 2, 32: 1, 2: 1}"
102,6,-4,"{-2: 2, 8: 2, 2: 3, -4: 1, 64: 1}"
35,4,-2,"{2: 3, 4: 2, 8: 2, 16: 1, -2: 1}"
80,5,-2,"{-2: 3, 4: 2, 8: 3, 32: 1}"
43,5,-4,"{2: 2, -4: 1, -2: 2, 8: 3, 32: 1}"
93,5,-2,"{2: 3, 4: 2, 8: 2, 32: 1, -2: 1}"
84,5,-2,"{-2: 2, 8: 1, 4: 3, 32: 1, 16: 1, 2: 1}"
76,5,-2,"{-2: 3, 4: 1, 8: 2, 32: 1, 16: 1, 2: 1}"
49,5,-2,"{-2: 4, 4: 2, 8: 2, 32: 1}"
41,4,-2,"{4: 2, -2: 1, 2: 3, 16: 1, 8: 2}"
132,6,-2,"{2: 2, 8: 2, -2: 2, 64: 1, 16: 1, 4: 1}"
55,5,-4,"{-2: 1, -4: 1, 16: 2, 4: 2, 2: 2, 32: 1}"
52,4,-2,"{2: 2, 16: 2, 4: 2, 8: 2, -2: 1}"
26,4,-8,"{-8: 1, 4: 3, 8: 2, 2: 1, 16: 1, -2: 1}"
27,4,-2,"{-2: 3, 8: 2, 2: 1, 4: 2, 16: 1}"
55,5,-4,"{2: 1, -4: 2, -2: 3, 8: 1, 16: 1, 32: 1}"
92,5,-4,"{2: 2, 16: 1, -2: 2, 8: 2, 32: 1, -4: 1}"
71,5,-8,"{-2: 3, 4: 2, 8: 1, 32: 1, 16: 1, -8: 1}"
54,4,-2,"{-2: 1, 8: 3, 2: 2, 16: 1, 4: 2}"
110,5,-2,"{-2: 1, 16: 2, 2: 2, 4: 2, 32: 1, 8: 1}"
118,6,2,"{2: 3, 4: 2, 64: 1, 32: 1, 16: 1, 8: 1}"
47,4,2,"{16: 1, 8: 3, 2: 2, 4: 3}"
34,4,2,"{8: 2, 16: 1, 2: 3, 4: 3}"
62,5,-4,"{2: 4, 4: 2, -4: 1, 32: 1, 8: 1}"
81,5,-4,"{-4: 1, 16: 2, 2: 2, 8: 1, 32: 1, 4: 1, -2: 1}"
31,4,-4,"{2: 2, 4: 3, 8: 1, 16: 1, -2: 1, -4: 1}"
65,5,-2,"{2: 2, 8: 2, -2: 2, 4: 1, 16: 1, 32: 1}"
59,5,-2,"{2: 2, 8: 1, 16: 2, 4: 2, 32: 1, -2: 1}"
79,5,-4,"{2: 2, 4: 2, 32: 1, 16: 2, -4: 1, 8: 1}"
60,5,-2,"{-2: 1, 4: 2, 8: 3, 32: 1, 2: 1, 16: 1}"
63,5,-2,"{-2: 2, 8: 1, 4: 2, 16: 1, 32: 1, 2: 2}"
54,5,-2,"{-2: 1, 4: 3, 2: 2, 32: 1, 16: 1, 8: 1}"
46,5,-4,"{-4: 3, 16: 1, -2: 2, 32: 1, 4: 1, 8: 1}"
55,5,2,"{2: 3, 8: 3, 4: 1, 32: 1, 16: 1}"
54,5,-2,"{2: 2, 4: 3, -2: 2, 32: 1, 8: 1}"
37,4,-4,"{8: 3, 2: 2, 16: 1, 4: 1, -2: 1, -4: 1}"
61,4,-4,"{-2: 3, 16: 2, 4: 1, 8: 1, -4: 1, 2: 1}"
27,4,-2,"{2: 3, 4: 3, 16: 1, 8: 1, -2: 1}"
32,4,-2,"{2: 2, 4: 2, 8: 3, 16: 1, -2: 1}"
46,5,2,"{2: 3, 8: 3, 16: 1, 32: 1, 4: 1}"
46,4,-4,"{2: 1, -4: 1, -2: 2, 4: 2, 16: 1, 8: 2}"
60,5,-4,"{-2: 2, 4: 2, 2: 2, 16: 1, 32: 1, -4: 1}"
40,4,-2,"{-2: 1, 4: 3, 8: 2, 16: 1, 2: 2}"
70,5,-2,"{2: 2, 16: 3, 32: 1, -2: 2, 4: 1}"
68,5,-4,"{16: 1, -4: 1, 2: 1, -2: 1, 32: 1, 8: 2, 4: 2}"
32,4,2,"{2: 3, 4: 3, 8: 2, 16: 1}"
47,5,-4,"{2: 4, 32: 1, 4: 2, 16: 1, -4: 1}"
129,6,-2,"{2: 1, 8: 3, 4: 1, 32: 1, -2: 2, 64: 1}"
49,4,2,"{4: 3, 8: 3, 2: 2, 16: 1}"
86,6,2,"{8: 2, 16: 1, 2: 3, 4: 2, 64: 1}"
53,5,2,"{4: 2, 8: 2, 2: 3, 16: 1, 32: 1}"
34,4,-2,"{2: 3, 4: 3, 8: 1, 16: 1, -2: 1}"
108,6,-2,"{2: 2, 64: 1, 4: 2, 16: 1, 8: 2, -2: 1}"
116,6,-2,"{4: 3, 32: 1, 2: 1, 64: 1, 8: 2, -2: 1}"
82,5,-2,"{-2: 2, 32: 1, 2: 2, 8: 2, 16: 1, 4: 1}"
25,4,-2,"{2: 2, 16: 1, 4: 1, 8: 3, -2: 2}"
29,4,-4,"{2: 3, 8: 2, 4: 2, 16: 1, -4: 1}"
37,4,-2,"{16: 2, 4: 3, -2: 1, 2: 2, 8: 1}"
58,5,-2,"{-2: 1, 4: 2, 2: 3, 8: 1, 32: 1, 16: 1}"
48,4,-2,"{16: 2, 4: 3, -2: 2, 8: 1, 2: 1}"
104,6,2,"{2: 4, 4: 2, 64: 1, 8: 2}"
59,5,2,"{2: 3, 32: 1, 4: 3, 16: 1, 8: 1}"
95,5,-2,"{2: 3, 4: 2, -2: 1, 32: 2, 8: 1}"
44,4,-4,"{2: 4, -4: 1, 4: 2, 16: 1, 8: 1}"
38,4,-4,"{2: 2, 4: 2, 8: 3, 16: 1, -4: 1}"
64,5,2,"{2: 3, 4: 4, 32: 1, 8: 1}"
96,5,-8,"{-2: 1, 32: 2, 2: 2, 8: 2, 4: 1, -8: 1}"
39,4,-4,"{2: 3, -4: 1, 8: 2, 4: 2, 16: 1}"
118,6,-2,"{64: 1, 8: 2, -2: 1, 4: 3, 16: 1, 2: 1}"
51,5,-4,"{2: 2, 32: 1, -2: 2, 8: 2, 16: 1, -4: 1}"
38,3,-2,"{-2: 4, 4: 3, 8: 2}"
61,5,-2,"{2: 2, 8: 2, 4: 2, 16: 1, 32: 1, -2: 1}"
46,5,-2,"{-2: 1, 8: 1, 2: 3, 4: 3, 32: 1}"
109,6,-2,"{4: 2, 32: 1, -2: 1, 16: 1, 64: 1, 8: 1, 2: 2}"
131,6,-2,"{2: 2, 64: 1, -2: 1, 4: 2, 16: 1, 8: 2}"
72,4,2,"{4: 2, 16: 2, 2: 3, 8: 2}"
45,5,-4,"{-2: 2, -4: 1, 2: 3, 32: 1, 4: 2}"
50,5,-2,"{2: 2, 8: 2, 16: 1, 4: 2, -2: 1, 32: 1}"
99,6,-2,"{2: 1, 4: 3, -2: 3, 8: 1, 64: 1}"
91,6,-4,"{-4: 1, 16: 2, 2: 1, 64: 1, 4: 2, -2: 1, 8: 1}"
45,4,-2,"{4: 3, 8: 2, 2: 2, 16: 1, -2: 1}"
52,5,2,"{2: 2, 8: 3, 4: 2, 16: 1, 32: 1}"
51,4,-2,"{-2: 2, 8: 3, 2: 2, 4: 1, 16: 1}"
106,6,-2,"{2: 2, 4: 2, -2: 2, 64: 1, 16: 1, 8: 1}"
110,6,2,"{2: 4, 16: 1, 4: 2, 64: 1, 8: 1}"
53,5,-2,"{-2: 1, 8: 3, 2: 2, 4: 2, 32: 1}"
27,4,-2,"{2: 3, 8: 2, 4: 2, 16: 1, -2: 1}"
70,5,-2,"{4: 2, -2: 2, 8: 1, 32: 1, 16: 2, 2: 1}"
60,5,-2,"{2: 3, 32: 1, 4: 3, -2: 1, 16: 1}"
74,5,-8,"{16: 1, 2: 3, 4: 3, -8: 1, 32: 1}"
64,5,-4,"{2: 2, 8: 3, -2: 2, -4: 1, 32: 1}"
68,5,-2,"{8: 1, 4: 2, -2: 2, 2: 2, 32: 2}"
83,6,-2,"{4: 2, 8: 2, 2: 3, -2: 1, 64: 1}"
81,5,2,"{8: 2, 4: 3, 2: 2, 16: 1, 32: 1}"
85,5,-2,"{2: 2, 8: 2, -2: 1, 16: 1, 32: 1, 4: 2}"
123,6,-4,"{2: 3, 4: 1, -2: 1, 16: 1, 64: 1, 8: 1, -4: 1}"
88,5,2,"{4: 2, 2: 3, 32: 1, 16: 1, 8: 2}"
35,4,-4,"{-4: 1, 16: 1, 2: 2, 8: 2, 4: 2, -2: 1}"
49,5,-2,"{2: 2, 16: 1, 4: 2, -2: 2, 32: 1, 8: 1}"
94,6,-2,"{16: 2, 4: 3, -2: 2, 2: 1, 64: 1}"
53,4,-4,"{-4: 1, 2: 2, 8: 2, -2: 1, 16: 1, 4: 2}"
34,5,-2,"{2: 4, 8: 1, 32: 1, 4: 2, -2: 1}"
49,5,-4,"{-2: 4, 4: 2, 16: 1, 32: 1, -4: 1}"
41,4,-8,"{2: 2, 4: 3, -2: 1, 8: 1, 16: 1, -8: 1}"
52,5,-2,"{4: 3, 8: 2, 2: 2, 32: 1, -2: 1}"
122,6,-2,"{16: 2, 2: 2, 4: 3, 64: 1, -2: 1}"
40,4,-2,"{2: 1, 16: 1, -2: 2, 4: 3, 8: 2}"
39,5,-2,"{4: 3, 8: 1, 2: 3, 32: 1, -2: 1}"
64,5,2,"{2: 3, 32: 1, 8: 2, 4: 2, 16: 1}"
25,4,-4,"{2: 2, 8: 2, -4: 2, 16: 1, 4: 1, -2: 1}"
35,4,2,"{4: 2, 16: 2, 2: 4, 8: 1}"
116,6,-2,"{16: 1, 4: 2, 2: 2, 32: 1, 64: 1, 8: 1, -2: 1}"
29,4,-2,"{4: 3, 8: 3, 2: 1, 16: 1, -2: 1}"
102,5,-4,"{2: 3, 4: 2, 16: 2, 32: 1, -4: 1}"
66,5,-2,"{-2: 1, 4: 4, 2: 1, 32: 1, 8: 1, 16: 1}"
47,5,2,"{2: 3, 8: 3, 4: 2, 32: 1}"
76,5,-8,"{2: 3, 16: 1, -8: 1, 4: 2, 32: 1, 8: 1}"
46,5,-2,"{-2: 2, 4: 1, 2: 2, 8: 2, 32: 1, 16: 1}"
76,6,-2,"{-2: 2, 4: 3, 2: 2, 64: 1, 8: 1}"
64,5,-2,"{2: 3, 8: 3, -2: 1, 16: 1, 32: 1}"
75,5,-8,"{4: 2, -8: 1, 2: 3, 32: 1, 8: 2}"
90,6,2,"{4: 3, 2: 3, 8: 1, 64: 1, 16: 1}"
51,4,-4,"{16: 3, -4: 1, 2: 3, 4: 2}"
42,4,-4,"{2: 1, 8: 4, 4: 1, 16: 1, -2: 1, -4: 1}"
75,6,-2,"{2: 2, 16: 1, 4: 2, 64: 1, -2: 2, 8: 1}"
59,5,-8,"{8: 2, 32: 1, 2: 2, 16: 1, 4: 2, -8: 1}"
69,5,-4,"{-2: 2, -4: 2, 8: 1, 4: 1, 16: 1, 2: 1, 32: 1}"
134,6,-2,"{2: 2, 16: 1, 4: 2, 8: 2, -2: 1, 64: 1}"
72,5,-4,"{-2: 1, 8: 1, 2: 2, 4: 2, 32: 2, -4: 1}"
60,5,-4,"{-2: 1, 4: 2, 32: 1, 16: 1, 8: 1, 2: 2, -4: 1}"
35,4,-2,"{-2: 3, 8: 1, 2: 2, 4: 2, 16: 1}"
24,4,-8,"{-2: 1, -8: 1, 2: 4, 4: 2, 16: 1}"
61,5,2,"{4: 3, 2: 3, 16: 1, 32: 1, 8: 1}"
64,5,2,"{16: 2, 2: 3, 32: 1, 8: 1, 4: 2}"
67,5,2,"{4: 2, 8: 2, 2: 3, 16: 1, 32: 1}"
81,6,-2,"{2: 4, 8: 1, 4: 1, 64: 1, 16: 1, -2: 1}"
59,5,-4,"{-4: 1, 8: 2, 2: 3, 32: 1, 16: 1, 4: 1}"
68,4,-8,"{8: 2, -2: 1, -8: 1, 2: 2, 16: 1, 4: 2}"
118,6,-2,"{2: 2, 8: 2, 4: 2, 32: 1, 64: 1, -2: 1}"
47,5,-2,"{-2: 2, 4: 3, 2: 2, 32: 1, 8: 1}"
42,4,-2,"{2: 2, 4: 3, 8: 2, -2: 1, 16: 1}"
68,5,-2,"{-2: 3, 8: 1, 2: 2, 32: 1, 4: 2}"
69,5,-2,"{-2: 1, 4: 2, 2: 2, 8: 2, 16: 1, 32: 1}"
88,5,-2,"{2: 1, 8: 2, 4: 3, 32: 1, 16: 1, -2: 1}"
95,5,-16,"{-2: 1, 4: 2, 16: 1, -16: 1, 32: 1, 8: 1, 2: 2}"
42,4,-2,"{-2: 1, 8: 2, 2: 3, 4: 2, 16: 1}"
73,6,2,"{2: 4, 4: 2, 8: 1, 16: 1, 64: 1}"
75,5,-2,"{2: 2, 32: 1, 8: 3, -2: 2, 16: 1}"
36,4,-2,"{2: 4, 16: 2, 4: 1, -2: 1, 8: 1}"
45,4,-4,"{2: 2, 8: 3, -2: 2, -4: 1, 16: 1}"
65,5,-2,"{-2: 2, 32: 1, 4: 1, 8: 2, 2: 2, 16: 1}"
42,4,-4,"{2: 3, 8: 2, -4: 1, -2: 1, 16: 1, 4: 1}"
57,4,-4,"{16: 2, 2: 3, 8: 2, -4: 1, 4: 1}"
25,3,-2,"{2: 4, 8: 2, 4: 2, -2: 1}"
50,4,-2,"{2: 2, 16: 1, -2: 2, 8: 3, 4: 1}"
79,5,2,"{16: 3, 2: 3, 4: 1, 32: 1, 8: 1}"
53,5,-2,"{-2: 1, 8: 3, 2: 1, 32: 1, 4: 2, 16: 1}"
81,5,-2,"{-2: 2, 4: 1, 2: 2, 8: 2, 32: 1, 16: 1}"
68,5,-4,"{8: 2, -2: 2, 32: 1, -4: 1, 4: 1, 16: 1, 2: 1}"
49,5,-2,"{2: 3, 8: 1, 4: 3, 32: 1, -2: 1}"
61,5,-4,"{4: 2, 2: 2, 8: 2, 32: 1, -2: 1, -4: 1}"
17,3,-2,"{2: 3, 8: 4, -2: 2}"
52,5,-2,"{4: 3, 8: 2, 2: 1, -2: 2, 32: 1}"
17,4,-2,"{-2: 3, 16: 1, 4: 3, 8: 1, 2: 1}"
89,5,2,"{2: 3, 32: 1, 8: 3, 4: 1, 16: 1}"
50,5,2,"{2: 4, 4: 2, 8: 2, 32: 1}"
86,5,-2,"{2: 2, 16: 2, 4: 2, 8: 1, 32: 1, -2: 1}"
21,4,-4,"{2: 4, 4: 3, 16: 1, -4: 1}"
48,5,2,"{2: 5, 4: 2, 8: 1, 32: 1}"
78,5,-2,"{4: 1, 8: 2, -2: 1, 2: 2, 16: 2, 32: 1}"
32,4,-8,"{-8: 1, 4: 3, 2: 2, 16: 1, 8: 2}"
57,5,-2,"{-2: 1, 8: 3, 4: 2, 32: 1, 16: 1, 2: 1}"
32,4,-2,"{4: 2, -2: 2, 8: 3, 16: 1, 2: 1}"
37,4,-2,"{4: 2, -2: 1, 8: 3, 16: 1, 2: 2}"
68,5,-4,"{16: 1, -4: 1, 2: 2, 8: 2, 32: 1, 4: 1, -2: 1}"
101,5,-2,"{-2: 2, 8: 1, 16: 2, 4: 2, 32: 1, 2: 1}"
22,4,-2,"{2: 3, 4: 3, 16: 1, -2: 1, 8: 1}"
30,4,-2,"{4: 3, 2: 2, 16: 2, -2: 1, 8: 1}"
83,5,-2,"{-2: 1, 4: 2, 2: 3, 8: 1, 32: 1, 16: 1}"
37,4,-4,"{2: 2, 4: 2, -2: 1, -4: 1, 16: 1, 8: 2}"
60,5,-8,"{2: 3, -8: 1, 4: 2, 32: 1, 8: 2}"
28,4,-2,"{2: 4, 8: 1, 4: 2, -2: 1, 16: 1}"
37,5,-4,"{32: 1, 4: 3, -2: 2, 8: 1, -4: 1, 2: 1}"
63,5,-2,"{2: 3, 8: 2, 16: 1, 32: 1, 4: 1, -2: 1}"
80,5,2,"{2: 4, 4: 2, 16: 1, 32: 1, 8: 1}"
84,5,2,"{8: 2, 4: 4, 32: 1, 2: 2}"
23,4,-2,"{2: 2, 16: 1, 4: 3, 8: 2, -2: 1}"
47,4,2,"{2: 5, 4: 1, 16: 1, 8: 2}"
65,5,-2,"{-2: 1, 4: 3, 2: 2, 32: 1, 16: 1, 8: 1}"
73,6,-2,"{2: 2, 8: 3, 4: 1, 16: 1, 64: 1, -2: 1}"
92,5,-2,"{4: 2, -2: 1, 2: 2, 16: 2, 8: 1, 32: 1}"
73,5,-2,"{2: 2, 4: 3, 16: 1, 32: 1, 8: 1, -2: 1}"
34,4,2,"{2: 3, 8: 3, 4: 2, 16: 1}"
37,4,-8,"{-2: 2, -8: 1, 2: 2, 8: 2, 16: 1, 4: 1}"
35,4,2,"{2: 3, 8: 3, 4: 2, 16: 1}"
67,5,-2,"{2: 4, 16: 1, 4: 2, 32: 1, -2: 1}"
64,5,-2,"{-2: 3, 4: 2, 16: 2, 32: 1, 8: 1}"
49,5,-2,"{-2: 1, 8: 3, 2: 2, 4: 2, 32: 1}"
52,5,-4,"{8: 1, 32: 1, 2: 4, 4: 2, -4: 1}"
37,5,-2,"{4: 3, -2: 1, 8: 1, 32: 1, 16: 1, 2: 2}"
56,5,-2,"{-2: 3, 8: 1, 2: 2, 16: 1, 32: 1, 4: 1}"
35,4,-4,"{2: 3, 4: 2, -4: 2, 16: 1, 8: 1}"
41,4,-2,"{-2: 3, 8: 2, 4: 3, 16: 1}"
62,5,-2,"{16: 2, 2: 2, 4: 2, 32: 1, 8: 1, -2: 1}"
52,4,-2,"{16: 2, 2: 3, 8: 2, -2: 1, 4: 1}"
62,5,-2,"{-2: 1, 4: 3, 2: 2, 8: 2, 32: 1}"
26,4,-4,"{4: 2, 2: 3, -4: 2, 8: 1, 16: 1}"
109,6,-2,"{8: 1, -2: 2, 16: 2, 4: 2, 64: 1, 2: 1}"
46,5,-2,"{4: 4, 16: 1, 2: 2, 32: 1, -2: 1}"
18,3,-4,"{2: 5, -4: 1, 4: 2, 8: 1}"
44,4,-4,"{4: 2, 8: 2, 2: 3, 16: 1, -4: 1}"
55,4,-4,"{-2: 1, 8: 3, 4: 2, -4: 1, 16: 1, 2: 1}"
85,6,-2,"{2: 2, 4: 2, 16: 1, 8: 1, -2: 2, 64: 1}"
71,4,2,"{8: 2, 16: 2, 4: 2, 2: 3}"
57,5,2,"{2: 3, 8: 2, 4: 2, 32: 1, 16: 1}"
69,6,2,"{2: 4, 4: 2, 8: 1, 64: 1, 16: 1}"
28,4,-4,"{2: 4, 16: 1, -4: 2, 8: 1, -2: 1}"
45,4,-2,"{-2: 2, 8: 3, 4: 3, 16: 1}"
96,5,-2,"{-2: 1, 32: 2, 4: 2, 8: 2, 2: 2}"
63,5,-2,"{8: 1, 4: 4, 2: 1, 16: 1, -2: 1, 32: 1}"
63,5,-2,"{2: 3, 4: 2, 16: 2, 32: 1, -2: 1}"
54,5,-4,"{2: 4, 16: 1, -4: 1, 8: 1, 32: 1, -2: 1}"
53,5,-2,"{2: 4, 32: 1, 4: 2, 8: 1, -2: 1}"
56,4,2,"{2: 4, 4: 3, 8: 1, 16: 1}"
91,5,-2,"{-2: 3, 32: 2, 8: 2, 16: 1, 2: 1}"
46,5,-2,"{2: 3, 8: 3, -2: 1, 32: 1, 4: 1}"
102,5,-2,"{2: 3, 4: 1, 32: 2, 16: 1, 8: 1, -2: 1}"
70,6,-2,"{16: 1, 4: 3, 2: 2, 8: 1, 64: 1, -2: 1}"
29,4,-2,"{2: 2, 4: 3, -2: 2, 8: 1, 16: 1}"
48,5,-2,"{2: 2, 8: 2, -2: 2, 4: 2, 32: 1}"
51,5,-2,"{4: 4, 16: 1, 32: 1, -2: 1, 2: 2}"
98,5,2,"{8: 2, 4: 2, 2: 2, 16: 2, 32: 1}"
76,5,-2,"{2: 3, 8: 1, -2: 1, 16: 2, 4: 1, 32: 1}"
29,4,-2,"{-2: 1, 16: 1, 2: 2, 4: 3, 8: 2}"
44,4,-4,"{-2: 1, -4: 2, 2: 3, 4: 1, 8: 1, 16: 1}"
53,5,-2,"{16: 3, 4: 2, -2: 1, 2: 2, 32: 1}"
62,5,-2,"{4: 3, 32: 1, 2: 2, -2: 1, 8: 2}"
20,3,-2,"{2: 3, 4: 2, -2: 2, 8: 2}"
38,4,2,"{2: 4, 8: 2, 16: 1, 4: 2}"
53,5,-2,"{2: 2, 4: 1, 8: 3, 32: 1, 16: 1, -2: 1}"
105,6,-2,"{4: 3, 64: 1, 8: 2, -2: 1, 16: 1, 2: 1}"
112,5,-4,"{2: 2, 32: 2, -2: 2, -4: 1, 8: 1, 4: 1}"
58,5,2,"{2: 4, 32: 1, 8: 2, 16: 1, 4: 1}"
48,5,-4,"{-4: 1, 2: 2, 4: 1, 32: 1, 16: 1, 8: 2, -2: 1}"
